pair_type,n,mean_abs_diff,median_abs_diff,mean_signed_diff,mean_amp_ratio
affect_affect,180,0.2722282248383676,0.28112681770419334,-0.004900737162391765,1.8111598990556308
affect_cognitive,216,0.18802190191547613,0.15928668670857565,0.10557047222757722,4.131386330507746
affect_social,288,0.2636933181193626,0.24053194924078602,0.088912547885585,1.5013547508572753
cognitive_cognitive,36,0.2053332748556685,0.17935485629361703,0.16368079784164363,2.7683359640647276
cognitive_social,126,0.17925577259978914,0.16920359309805982,0.13125209972234564,2.060187834825211
social_social,72,0.19015174602777554,0.1373542125768728,0.09480857774184247,1.3758961322096184
within_scale,162,0.22878959093719306,0.20734635520542938,0.06013946112191833,2.013525094543163
