target,type,split_half_r,spearman_brown_r,n_samples
IRI_Perspective_taking,subscale,-0.0323925018310546,0.01,200
IRI_Fantasy,subscale,0.3832526206970215,0.5541325211524963,200
IRI_Empathic_concern,subscale,0.4025837182998657,0.5740601420402527,200
IRI_Personal_distress,subscale,-0.0637578517198562,0.01,200
PANAS_Positive_Affect,subscale,0.3046455383300781,0.4670165777206421,200
PANAS_Negative_Affect,subscale,0.1644776463508606,0.2824917435646057,200
POM_Peace_of_Mind,subscale,-0.1672101318836212,0.01,200
BigFive_Extraversion,subscale,0.1913425922393798,0.3212217688560486,200
BigFive_Agreeableness,subscale,0.1197254806756973,0.2138479202985763,200
BigFive_Conscientiousness,subscale,-0.1334258913993835,0.01,200
BigFive_Neuroticism,subscale,0.252685546875,0.4034301340579986,200
BigFive_Openness,subscale,-0.0456981547176837,0.01,200
SelfConst_Independent_self,subscale,0.0636832863092422,0.119741067290306,200
SelfConst_Interdependent_self,subscale,-0.1619881838560104,0.01,200
LifeSat_Life_Satisfaction,subscale,0.071404218673706,0.1332909017801284,200
Lonely_Loneliness,subscale,0.0290913302451372,0.0565378963947296,200
IRI,scale,0.6690446138381958,0.8017097115516663,200
PANAS,scale,0.2114099115133285,0.3490311801433563,200
POM,scale,-0.1144833266735076,0.01,200
BigFive,scale,0.1863951086997985,0.3142209649085998,200
SelfConst,scale,0.0029082135297358,0.01,200
LifeSat,scale,0.0586102493107318,0.1107305586338043,200
Lonely,scale,0.0768686011433601,0.1427631825208664,200
