label,IRI_Q1,IRI_Q2,IRI_Q3,IRI_Q4,IRI_Q5,IRI_Q6,IRI_Q7,IRI_Q8,IRI_Q9,IRI_Q10,IRI_Q11,IRI_Q12,IRI_Q13,IRI_Q14,IRI_Q15,IRI_Q16,IRI_Q17,IRI_Q18,IRI_Q19,IRI_Q20,IRI_Q21,IRI_Q22,IRI_Q23,IRI_Q24,IRI_Q25,IRI_Q26,IRI_Q27,IRI_Q28,PANAS_Q1,PANAS_Q2,PANAS_Q3,PANAS_Q4,PANAS_Q5,PANAS_Q6,PANAS_Q7,PANAS_Q8,PANAS_Q9,PANAS_Q10,PANAS_Q11,PANAS_Q12,PANAS_Q13,PANAS_Q14,PANAS_Q15,PANAS_Q16,PANAS_Q17,PANAS_Q18,PANAS_Q19,PANAS_Q20,POM_Q1,POM_Q2,POM_Q3,POM_Q4,POM_Q5,POM_Q6,POM_Q7,BigFive_Q1,BigFive_Q2,BigFive_Q3,BigFive_Q4,BigFive_Q5,BigFive_Q6,BigFive_Q7,BigFive_Q8,BigFive_Q9,BigFive_Q10,SelfConst_Q1,SelfConst_Q2,SelfConst_Q3,SelfConst_Q4,SelfConst_Q5,SelfConst_Q6,SelfConst_Q7,SelfConst_Q8,SelfConst_Q9,SelfConst_Q10,SelfConst_Q11,SelfConst_Q12,SelfConst_Q13,SelfConst_Q14,SelfConst_Q15,SelfConst_Q16,SelfConst_Q17,SelfConst_Q18,SelfConst_Q19,SelfConst_Q20,SelfConst_Q21,SelfConst_Q22,SelfConst_Q23,SelfConst_Q24,LifeSat_Q1,LifeSat_Q2,LifeSat_Q3,LifeSat_Q4,LifeSat_Q5,Lonely_Q1,Lonely_Q2,Lonely_Q3,Lonely_Q4,Lonely_Q5,Lonely_Q6,Lonely_Q7,Lonely_Q8,Lonely_Q9,Lonely_Q10,Lonely_Q11,Lonely_Q12,Lonely_Q13,Lonely_Q14,Lonely_Q15,Lonely_Q16,Lonely_Q17,Lonely_Q18,Lonely_Q19,Lonely_Q20
IRI_Q1,1.0,0.1629306245812791,0.0495545475267048,-0.0556673422938798,0.2574063591238653,0.22360354840983,-0.1945684012318745,-0.1340795177315799,0.0954020655612338,0.2180160518657795,0.0241463462823097,-0.1181319828435795,-0.0716599580322676,-0.0881607273159465,0.1037035617801614,0.1847491139096554,0.1990156799342056,-0.0358606844136391,-0.0963124239800578,0.1996954233805953,-0.0039680992269869,0.1780871501817695,0.1211315394988112,0.1071729078051158,0.0243097943298173,0.234637199479663,0.1560860936453707,0.0219179824518475,0.4470464430530446,0.2733998185371348,-0.0154787467150597,0.278876837737781,-0.1082325547908726,0.1567541503994516,0.2544435652932927,-0.2652588527919426,0.161689746598886,-0.1804447295918967,-0.0863227904137439,-0.212932943174904,-0.0785349163408883,0.3471183276377984,0.2010828969805188,-0.0666328837347372,-0.3697389155522022,0.22360354840983,-0.0025990794741716,0.2277312307449747,0.0411457727163911,0.0524491473370506,-0.0039431793455764,0.0821909471969658,0.2851107680688711,-0.1065819867378112,0.2716690944689384,-0.2212746931516924,-0.0012830312531436,-0.034811326697854,0.2673555680517718,0.4943201097733791,-0.1913336578115634,0.1777239928843147,-0.0866923981232664,-0.0782300762474775,-0.2647007513702089,0.2028443783471149,0.0732403593995266,0.0043331955772739,0.3961699404437585,0.3009624679104035,0.1324537117738268,-0.0807129719269281,0.1275384652733095,0.3485662785625379,0.1443793153061434,0.1258112735132791,-0.0335982807945604,0.2330331698265524,0.1222496202063249,0.906397337482688,0.3595886346272022,-0.2559921772188743,0.5486929836226003,0.0782255817561315,0.0187060660056906,0.2024429844208919,0.1846794358258661,,-0.1364809381510305,0.1301577253173476,0.0333618308377826,0.3522550975398776,0.2080617747864505,0.2818829352746734,0.2291854961030469,-0.0565413125348431,0.034079512094353,0.0212647581377998,0.1580218286954,0.2754395495175764,-0.0081176307231008,0.3427206451790915,0.2885582323223654,0.2636275535503276,0.0814775891714029,-0.128576000614435,0.4933142684822809,-0.1767588253093562,0.2847845422123249,0.1291893949296842,0.0607984252245599,0.2714098853379786,0.2683492375838898,0.4314691145957008
IRI_Q2,0.1629306245812791,1.0,-0.1243677723064711,-0.4091052462836276,0.3126269023546147,0.19402856302205,-0.2038623544177101,0.04364206885488,0.4313571299765021,0.1588517548246531,0.1742516782971677,-0.1780248457786501,-0.2254421377888885,-0.3526385523739025,-0.1060680067675974,0.1844001093818385,0.1346549750157294,-0.4339872419792718,-0.0791459013151322,0.4659638729258756,0.1131132741751063,0.4300544205061042,0.1380577723787997,0.0971145751545771,0.3508314023183106,0.0551759298731606,0.328532488972553,0.1771184244438058,0.518554983742581,0.2896324715897213,0.0804904275349067,0.203886509638787,-0.1587956512048013,0.0220479275922049,0.1756268127639721,-0.1043896465141865,0.2179804671494533,0.0466760028009336,-0.0330465729334641,-0.2999179809306235,-0.1491251527361531,0.5569721874839147,0.1371990618844452,-0.1154983539348742,-0.110641854079211,0.19402856302205,0.1151347093142089,0.1204542605978552,-0.0370948563536548,-0.1564665724593368,-0.1810278551421007,0.0698037822422041,0.2202629147422135,-0.08925477672725,0.1785523089312961,-0.0614435414724524,-0.094164377223874,0.0763450812336421,0.128658870420842,0.4616210788769438,-0.0701434016421158,0.6437571743401218,0.0827092863580964,0.0757694766233916,-0.4391128507288833,0.2719500044149281,0.4310768886249198,-0.0907414383499357,0.605800213789796,0.1093648730088369,0.3943785859947478,-0.4045127956301033,0.0421284281490397,0.1940095926748058,0.4502135091851552,0.4519371138323159,0.0690656944371836,0.4802629189673235,0.0207745914211413,0.2068834657141288,0.2899491342464685,0.006678243593633,0.2515708503749026,0.0940536017448342,0.1682594685145381,-0.0355111465780837,-0.1718533580105137,,0.0273308362035291,0.1832775491952535,-0.1304492890629037,0.519569466700533,0.1664513732630581,3.4694469519536136e-17,0.6052901746572987,-0.2569898673859272,-0.2326992239824774,-0.293347566451442,0.3811812499312436,0.4449532565112126,-0.5897643899838064,0.131671752380474,0.6191779061664227,0.6579410803387364,-0.0632921086408116,-0.4127273085981116,0.0531234042534401,-0.2341720005152954,0.5577301370383005,0.3262300994893461,-0.2058408262571814,-0.146090886927345,0.6093923494732251,0.5759958442983385
IRI_Q3,0.0495545475267048,-0.1243677723064711,1.0,0.2037935271060543,-0.1069208249372183,-0.0620824981136425,0.1465110599137689,-0.3158662889508513,-0.1184955030607518,-0.0060821913780938,-0.3060922479831222,0.1345467306207535,-0.0539982970504138,0.0131535537421051,0.2145361388661529,-0.0076760656866445,0.0600246943029394,0.1297059475448143,-0.0162697511301666,-0.1355978959170572,-0.2007347214658403,-0.0828440152465092,-0.0640694188287326,0.1590093547863582,-0.279121740436592,-0.0752032440468383,0.0054424933702898,-0.3073232524434461,-0.1694553717467329,-0.0151937950739501,0.0257056115499564,0.0923304547952667,0.1079447194808091,-0.0087408966048,0.1151404187131709,0.0678258346700943,-0.1463139337240788,-0.0021588807601944,0.1797632288562738,0.1203595627585746,0.1112328431695824,-0.139644822965993,0.0643645073160496,0.080131274910435,0.0589620373408525,-0.0620824981136425,0.052445796881094,0.0771266101181355,0.1862396158182707,0.2337344615369122,0.2372346249052732,0.1108485263170637,0.0166220457587498,0.1254354262513947,0.1094729621247988,-0.0553683635931426,0.1116633945336117,0.0196174952057534,0.1016427136043597,-0.1074842994843043,-0.012248910757328,-0.1692443333766562,-0.0267785657307896,-0.0249005794585065,0.178762073370292,0.0306395982992008,-0.0564520227921173,-0.0443915187461531,-0.1233781503729211,0.0592980071247907,-0.2704052412097708,0.2942139002451222,0.3090391048575187,0.174717849254658,-0.0357191253807178,-0.2399453105185766,-0.0159722973222247,-0.2236411910177666,-0.0008897002946365,0.0645807955303689,-0.0872427288107013,-0.0952396373256937,0.0610519061125241,-0.2041675165309221,-0.0035374623857553,-0.0870513605606293,0.1453832544435924,,-0.2465031818349154,0.0704195111979877,0.1438537926376752,-0.0186261416913204,0.0632400472763642,0.0847465909961801,-0.0961122077754325,0.2161511045520359,0.251662290672289,0.3080200547544061,-0.1304662706227163,-0.1351134239183037,0.4716483264788775,0.5510983915386487,0.0310991001998152,-0.0334003224356075,0.1585684109985736,0.3437386575492989,0.182567430541894,0.2106034610376649,-0.0094377075018856,-0.1785113515848737,0.3977975159593688,0.3599717231905979,-0.1121684006854933,-0.0068151995784199
IRI_Q4,-0.0556673422938798,-0.4091052462836276,0.2037935271060543,1.0,-0.1992286547796675,-0.0779135705531323,0.1442313037240863,-0.175986794585353,-0.369768641352265,-0.0697552910174694,-0.1839944554456734,0.181730765747708,0.1744838447858174,0.350258482422162,0.1722013428400466,-0.1516279042367101,-0.1077809805335068,0.4657896632145917,-0.0799076150047423,-0.3091909257499358,-0.1892161559940388,-0.2877933448370404,-0.0782073780534736,-0.0010154138652087,-0.2703936225211377,-0.0877201842164327,-0.2836672092183048,-0.2643459498845611,-0.3819014469530523,-0.1732443231791609,-0.0330626426149505,-0.0993818757561778,0.118775472719809,0.2399388343710539,-0.1170667074759589,-0.0351658119576612,-0.240953805551479,-0.0928431401592753,0.072021076788234,0.1391168034670072,0.1573607021345248,-0.4223664400689865,-0.112957086332864,0.0412226044980492,0.0586210629775245,-0.0779135705531323,-0.0122033210624646,-0.1075346501344605,0.1936160394985471,0.2981941696620084,0.2518722174904617,0.0145160398327522,-0.0756999261588941,0.1550089954547794,-0.0819746529340623,-0.092173230790401,0.0831694840656102,0.0166830337227179,-0.0590394704357817,-0.4418138387318946,-0.0935647260345503,-0.4003687228289655,-0.0772961612570277,-0.0522695120941362,0.3486833471027707,-0.0798357219657168,-0.2465033587202668,0.1572172816132933,-0.3082939721940573,0.0611445833201521,-0.3544410572389913,0.2819679062477706,0.0426014674285034,-0.0403149441252776,-0.2820133198391737,-0.3430997295617127,-0.0228295401144734,-0.3322543096805168,-0.0582593898680739,-0.1077359228194486,-0.1463439553294791,-0.1963734738483485,0.031043468043132,-0.0866828256458407,-0.1136142095964142,0.0642346663691763,0.294689466933107,,-0.1332031498255123,-0.0591170587868994,0.3424418595144453,-0.2551733185850771,0.0368500500938962,0.162689358201881,-0.351493424642502,0.2467198064555303,0.3578887839967647,0.3178096824323644,-0.2081984717617962,-0.264355998037565,0.5584148904658661,0.0184143523954174,-0.2702291378313395,-0.3232322849856862,0.0728736774837053,0.4051151544672854,0.0427044084681309,0.0831484398640007,-0.2175819035165133,-0.2064312053445112,0.282486739906123,0.4198799087056492,-0.3416509552858138,-0.3005589396164129
IRI_Q5,0.2574063591238653,0.3126269023546147,-0.1069208249372183,-0.1992286547796675,1.0,0.2851662937041197,-0.4826296819158512,-0.0155427229476934,0.163747171405758,0.1902385121016869,0.1308622489953813,-0.4444076308591782,-0.2083347080126207,-0.1175601331306839,-0.0676027986742103,0.394392669369568,0.1798070758649685,-0.1771594816766668,-0.0791800914490894,0.3460031727322198,0.064878854698566,0.2790152548241578,0.4110853675010374,0.0860259739104264,0.2277306531449275,0.4189070389956434,0.1973308243937338,0.156364087514855,0.427899600485826,0.2957884013705414,-0.0203267491331405,0.2482573040884738,-0.0546840751637633,0.0093614151546894,0.2083642560160133,-0.1347077805051916,0.2041835415338267,-0.018497122187262,-0.0766163188046717,-0.3259225728636522,-0.0865393366817873,0.3616709674571035,0.1816150445658071,-0.0641502260082609,-0.4760262369374157,0.2851662937041197,0.0563214326550398,0.2230572245559414,0.019595660888667,0.019469219064228,-0.0949488066493571,-0.05906730644777,0.1836279681934975,-0.1002699452375954,0.1560839780173254,-0.0821110266839822,-0.0928234069734722,0.0593227661708823,0.1524243439747951,0.4984704851144662,-0.0995251366412793,0.4236811514434137,0.0495506075402518,0.0095285351110371,-0.394008169799009,0.2684507539338958,0.1437711849978915,-0.1134927463657647,0.3477468956358778,0.2011140576770279,0.1007631497635928,-0.4444874639751144,-0.0128649510456541,0.017425175838082,0.1991102743315138,0.1571612775050658,0.0196776914017844,0.2805188878775656,-0.0829100608024959,0.3470762337095938,0.1304562551182967,0.030486702952199,0.2953305238970135,0.0124824362377829,0.2252777064682999,-0.0985911751620782,-0.1203762402819783,,-0.0774667991508909,0.1042025746466672,0.0349704437899674,0.2548427450355445,0.1416949116254392,-0.0015254247695734,0.3508390708154481,-0.1847768520823809,-0.0486605982602789,-0.1334730199457395,0.3594277817222544,0.3903149738080599,-0.2910559709199541,0.0868160151818231,0.3729848633839763,0.3510742774029088,0.0159835505146411,-0.1818891230382107,0.2343527372699841,-0.1551712193576289,0.2621771308261242,0.2849707870806435,-0.0057371732008922,-0.0379140841755293,0.317088557597374,0.3258404033654591
IRI_Q6,0.22360354840983,0.19402856302205,-0.0620824981136425,-0.0779135705531323,0.2851662937041197,0.9999999999999996,-0.2544133877131385,-0.1187835798964962,0.059775654477179,0.450716133365998,0.0113468357487497,-0.1303531729300953,-0.109047119005336,-0.0161401889895844,-0.0588124823736039,0.1944774300185753,0.4586603399323843,-0.1416535622716827,-0.2904878123626755,0.1536738340091101,0.007832636620925,0.193044007566154,0.1643113994288264,0.3436835924069406,0.091670085538394,0.1344247383708329,0.2664129609123344,0.0049489936408231,0.2071386428777512,0.4493820568362592,-0.1282277023198914,0.4758059927801079,-0.0966578602773375,0.2900786596744131,0.5612027447255779,-0.1801740689402758,0.0690138876196328,-0.1284034859228231,0.0562561698444789,-0.174706227306095,-0.0040637936388307,0.2656206248371787,0.4587882664690447,-0.2024062403713677,-0.337606587980814,0.9999999999999996,-0.0268789839331252,0.5212567807665558,0.0675621467327149,0.0760181242274263,-0.0325489611524685,0.1314557675131312,0.6380688023718635,-0.0680621256305158,0.6038706071353347,-0.1554034674726928,-0.1194634044282129,-0.056698106709456,0.6369532960834561,0.1638874657947855,-0.1039889524470209,0.1406730175559749,-0.0659893313402171,-0.131729390565336,-0.1068544562344827,0.167737421845688,0.1310002748372793,0.0114180427187972,0.1629740206785706,0.0337203135242527,0.0540704932537133,-0.1036300593351168,-0.0049202791514694,0.0503440584419693,0.1189569262640666,0.1468179541915178,-0.1320094849109575,0.2145880824673075,-0.0136689926202739,0.2483595678969193,0.190728175213706,-0.1670352997801881,0.1734646681521938,0.0246620113727231,0.0311329457383315,0.1054846639143165,-0.0008190718931013,,-0.0291058891943099,-0.1023971454704175,-0.0567586924172151,0.1316100905275606,-0.0041824980848611,0.1175555456858068,0.1278195980081487,-0.0373712348663977,0.0021668803501084,0.0019869855622469,0.1013747343657202,0.1955913847006093,-0.107638232642539,0.1299686108511553,0.1941638783702566,0.158856007714842,-0.0352531820478491,-0.1803974089211521,0.231687460090728,-0.1131935069698707,0.1760337143802052,0.0980185606316794,0.0275163938510147,0.0711730313246844,0.1434997568634108,0.1885838000468121
IRI_Q7,-0.1945684012318745,-0.2038623544177101,0.1465110599137689,0.1442313037240863,-0.4826296819158512,-0.2544133877131385,0.9999999999999996,0.0713643309610673,-0.1057966429204328,-0.1867922909911915,-0.0864423561078434,0.4448128083037581,0.2019491985963793,0.111806779950476,0.0973931407321855,-0.3599722281248894,-0.1384863913491485,0.1797160748952083,0.0953366085928164,-0.3390732077290157,-0.0320830726468089,-0.1480468733561398,-0.3536477458152105,-0.1372908937319799,-0.2370985917079724,-0.3864543756370851,-0.180016853494509,-0.0571517142890144,-0.2322829848515679,-0.2729733166859679,-0.0364049438462421,-0.2501714878024353,-0.0249774286014958,-0.0310975132818471,-0.1952844959224854,0.0611680808121864,-0.0996439440714013,-0.090247712249236,-0.0314487166906825,0.4306583726925435,0.0119695887490718,-0.3148601916525038,-0.1428103298611596,0.0992771971256397,0.627387483273098,-0.2544133877131385,-0.068429144906882,-0.1565994494330507,0.0666436452600611,-0.027988069301717,0.1866654878286626,0.1243345625792091,-0.2415667381838129,0.2300924115319543,-0.2097081113797832,0.0165349819648833,0.1850817474278549,-0.0671246554837779,-0.1496210091954646,-0.3421559039087128,0.0572437368340738,-0.2995635986446812,-0.0775371180692648,0.0096019520333195,0.4088395227218841,-0.1805358336139974,0.1190835110321599,0.0987707387682222,-0.254238492991186,-0.0669300276186711,-0.0419943352772097,0.5121543116448514,0.1083688051510034,0.1480525372991732,-0.0943542490969036,-0.0563506199292658,-0.0500465803663287,-0.229465568060098,0.1682537470652796,-0.254001077719189,-0.1313887290146945,-0.0263687451331414,-0.1640808720810447,0.1133885127875833,-0.1606733294699496,0.1722271114211824,0.1572913881177889,,0.1823294444618712,0.0670680414829396,0.0184585651824682,-0.10916356660709,-0.017694171306271,0.0240695826624459,-0.226241220442727,0.0648228501729271,0.0934922752807831,0.1081337824802442,-0.1986886201629999,-0.263894508793979,0.2733065538185634,0.0135262093550961,-0.1960898169066398,-0.2391713285271452,0.0146778323919618,0.136202766413694,-0.2314399491376537,0.0490065186293696,-0.1920306449074922,-0.2338773508409654,0.0165243347134639,0.1310709269397195,-0.2120204148788241,-0.2155276493913051
IRI_Q8,-0.1340795177315799,0.04364206885488,-0.3158662889508513,-0.175986794585353,-0.0155427229476934,-0.1187835798964962,0.0713643309610673,1.0,0.0952890221363239,-0.0656487802555534,0.326909198212449,-0.081941987916576,0.144515418957388,-0.0318797241279239,-0.2145589430124356,0.0699825805286693,-0.090136588743195,-0.1242295198399592,0.1463661601620996,0.0708590285722154,0.4273967399168034,-0.0406819493042423,0.0406154916101168,-0.1893929871301887,0.1424137125076112,0.0373454704160014,-0.0105324583052603,0.2945340792829959,0.0904364302491005,-0.0524792721758851,-0.0110696495188146,-0.0534856926535165,-0.0447805150553316,-0.0412378788894178,-0.1298479522149821,-0.1577791581635907,0.0187669125035704,-0.1391975507541096,-0.1580848600368207,0.0541602482281946,-0.1674661778146306,0.0618906764119931,-0.1030647473804634,0.048358573862885,0.0956054138014834,-0.1187835798964962,-0.0671007204904649,-0.0906822886711676,-0.0877286137718611,-0.1875401719305008,-0.1514679412747553,-0.0040021089912419,-0.0470716207301191,0.0225314238805782,-0.0616497966192514,-0.0390262260552415,0.0468472503158944,-0.1825625509630503,-0.1603239177057916,0.0217396670622389,-0.0049305092980501,-0.0090168516966903,-0.0208790841020101,-0.0394999767662531,-0.1204142090279293,0.1222946729311294,0.283662956309424,0.2709532982761084,0.0704245255830572,-0.1907315591342883,0.3458183819618051,-0.0113622562044825,-0.1157579201543673,0.0206547436035462,0.0882769832780548,0.4195526998182317,-0.1695880934247395,0.3201783986168203,0.3073346087933499,-0.0480790012594894,0.0887752872025802,-0.0368125293288129,-0.1927073927331382,0.4013219083631572,0.2732426356587115,0.2645869338194866,0.0930507323040465,,0.7088076840376083,-0.0160849025421439,-0.1264051068554472,0.0662522267567958,-0.00686749376433,0.0683162771983178,0.0827486551319611,-0.1227381386710324,-0.1928310453664996,-0.3062587669185064,0.2058240137733233,0.1076884208690661,-0.1812554936682535,-0.2064052311969473,-0.0238051853446518,0.0032270534833526,-0.0981663705084713,-0.2352814287750298,-0.1250918770529726,-0.2656615625755413,0.039203881792055,0.2618877286011123,-0.2592756028142787,-0.1646540897339118,0.0827439919391066,-0.0022352219826328
IRI_Q9,0.0954020655612338,0.4313571299765021,-0.1184955030607518,-0.369768641352265,0.163747171405758,0.059775654477179,-0.1057966429204328,0.0952890221363239,1.0,0.1378062781287998,0.2821814342128279,-0.0424331098289656,-0.255485964344383,-0.2723340062307529,-0.020126815755172,0.1511096932240804,0.1328978509266155,-0.3579126713574131,-0.0513156283354671,0.2548796037618765,0.1487602205582273,0.285036408509602,0.02744303808117,0.0552602633964573,0.2351697890878616,0.0105533092788084,0.3436892113041635,0.274833964252224,0.311126523838757,0.2021808896687143,-0.009309099397118,0.0861953558302117,-0.1385758161582443,0.0371563751397876,0.1229397124998169,-0.0849302193339804,0.2242111118593146,0.0150170916681939,0.023702397856411,-0.3308243319082515,-0.133890840887851,0.3424363787094775,0.1358853986258192,-0.0805193340270763,-0.1182009778352543,0.059775654477179,0.059756363627554,0.0907977285196028,-0.1935872282492099,-0.2415629352588695,-0.2226906668021154,-0.2004193260157843,0.0676474627575823,-0.2135723944017528,0.0298623419938988,0.0588770650578059,-0.0415189300269894,0.0208701301596019,0.0216527268456559,0.2724760030658192,-0.1157261092868286,0.3040536443368396,0.0712733170788808,0.0793710359031365,-0.2858257303383974,0.0911896951306285,0.2629321464428322,-0.0696831900062459,0.3695532982460336,0.0925596732829905,0.3202550586152086,-0.3393369229088844,0.007175646212545,7.199399622982022e-05,0.3863219199824896,0.4353491572320341,0.0941589219682173,0.3891326570493622,-0.0299728256495628,0.0963946787622444,0.1828143406240786,0.0826436456946874,0.1256880412418724,0.1146027334974853,0.0159218222181076,-0.022536406839366,-0.155100054880124,,0.0483545561362833,0.0060540944433528,-0.3401306049963426,0.2284906673853875,-0.0618778611920987,-0.1205407966130472,0.3777641673566832,-0.3479395577051208,-0.2303416323421125,-0.2622400900270364,0.2693218264071606,0.2473786987784845,-0.442921321939497,0.0033388606895159,0.2746817920946911,0.3426761022435207,-0.1340896828126213,-0.3494527643428039,-0.0439170703301506,-0.265961529297418,0.2508857317503204,0.2758061547038856,-0.1567839344364864,-0.1978800025009978,0.3157830396256235,0.2652553845931501
IRI_Q10,0.2180160518657795,0.1588517548246531,-0.0060821913780938,-0.0697552910174694,0.1902385121016869,0.450716133365998,-0.1867922909911915,-0.0656487802555534,0.1378062781287998,1.0,0.1419409889828869,-0.024403994687874,-0.0967467811717677,-0.1278174936058841,-0.0294664489958721,0.109221296165975,0.4457570431058012,-0.1215114365577587,-0.280639759378776,0.2013937291094154,0.0267738706738576,0.1389261874237494,0.103375685433004,0.3496725989103386,0.1225502037473809,0.1313367757635398,0.3074496698810703,0.0663876754353464,0.1771018367792242,0.8738590362814953,0.0378372740830003,0.6904150246582141,-0.088908698711291,0.5338021809934512,0.484334621394391,-0.1540908983953125,0.0874243246573293,-0.0375638555572415,0.0852430131109818,-0.1386647889079795,0.0130137131582781,0.2397526817735876,0.4485911942141757,-0.1049230767428152,-0.2131949502266943,0.450716133365998,0.0019917042583683,0.4669425052447643,0.0934514632912745,0.1478479216770941,0.0453697699528385,0.2029225830911295,0.665760898688442,-0.0167674249408951,0.6252188258590632,-0.1107147470885102,-0.1173572593312187,-0.0644881414969062,0.5384848610582069,0.1269024599693652,-0.1147454937541534,0.1792379657279982,-0.0432542238475771,-0.1338710171157778,-0.1596206477427476,0.2378114949031173,0.0825108303917694,-0.0672052432572416,0.2277108242090188,0.0650940503476837,-0.0385667578075093,-0.0975107921802954,0.0998820766629018,0.022468410930328,0.1270639936599722,0.120267469424932,-0.0838760937498145,0.2738621501537375,-0.0009963234261142,0.2782298418434008,0.2055452842498709,-0.0625166309932255,0.2639458105372432,-0.0162539017973215,0.2083841198847917,0.0124796588027698,-0.0891820309358535,,-0.0400260063047177,-0.0193901660145207,-0.0456372215894146,0.2038117751635783,0.0223481604944691,0.0792071169778401,0.2033948048216582,-0.0353033917443565,0.008671736572276,-0.0461971544603775,0.1891550286565488,0.237522805531737,-0.1232745930351785,0.13268295978532,0.1998908429559842,0.2006895983830012,0.0647717409400297,-0.1806239011219731,0.296536514158127,-0.1003508122312546,0.291005566548184,0.2507679086647182,0.081968354326278,0.0526962988118601,0.1664075289067443,0.19117162252565
