scale,subscale_r,subscale_p,subscale_n_pairs,subscale_rmse,subscale_slope,item_r,item_p,item_n_pairs,item_rmse,item_slope
IRI,0.476093602887379,0.0010883930282695408,44,0.36421649728596506,0.7661530794970661,0.3701039445415657,2.2118381125201093e-58,1764,0.23381540459477737,0.7234854616761933
PANAS,0.8413303903371467,2.05232229568976e-08,28,0.3950371217076237,1.6831805284500516,0.7300805057944506,2.639552518918745e-296,1780,0.2662659363523412,1.5632156752344346
POM,0.8299948761584961,0.00012857672580217654,15,0.6089168460030439,1.8199048694077362,0.7428529261931145,9.158482326717318e-124,700,0.3902079116303443,1.7190812574610645
BigFive,0.7761666074125371,3.365558726065104e-12,55,0.24955635530155457,1.2292835829968254,0.616395819207839,1.7184488474326722e-100,950,0.24257125108860753,1.1536045833951718
SelfConst,0.7596921991771273,2.7513978638105775e-06,28,0.26949424359131297,1.295897366696101,0.4335513418892261,2.6994513378328596e-82,1776,0.20024616536316456,0.7720080751237278
LifeSat,0.7393095037680226,0.0016346445666141642,15,0.6400707081880471,1.7311809726880374,0.6650804097118419,1.3237278515077957e-62,480,0.46955048816585876,1.568162879988505
Lonely,0.934139225764401,3.5100756889124953e-07,15,0.3826292381825072,2.227329127066718,0.7714409111492608,9.159815571571481e-277,1400,0.23994860953066086,1.6884483794584262
