,IRI_Perspective_taking,IRI_Fantasy,IRI_Empathic_concern,IRI_Personal_distress,PANAS_Positive_Affect,PANAS_Negative_Affect,POM_Peace_of_Mind,BigFive_Extraversion,BigFive_Agreeableness,BigFive_Conscientiousness,BigFive_Neuroticism,BigFive_Openness,SelfConst_Independent_self,SelfConst_Interdependent_self,LifeSat_Life_Satisfaction,Lonely_Loneliness
IRI_Perspective_taking,0.9851609262162943,0.24271150303808045,0.2428822838516314,-0.006710319535200737,0.20419262262045484,-0.12451569334726505,0.2250975893897907,,0.4435595068125259,0.17535507631482106,-0.11772293940547116,0.2911632518846487,0.2082885459353952,0.344627128213194,0.18817448036781742,-0.33375110474134484
IRI_Fantasy,0.23194224803786198,1.0,0.4407398407879518,0.04968413141706576,0.5614771070788682,0.0485946274482712,0.03397447147812205,,0.44775990681290456,-0.125902552295644,0.18803841151001444,0.30469470839245383,0.48248086372021093,0.397299045625486,0.42634211071255035,-0.5137511132850765
IRI_Empathic_concern,0.18854323483756408,0.4365631794482852,0.9995115314518984,0.3780393837204078,0.6869586970077037,0.16592397167918146,-0.06472767087197949,,0.7585986422161378,0.08662896335636337,0.2403808398973028,0.6210352455565109,0.6601559260083377,0.7958799514013757,0.7668051798451446,-0.8078539991523429
IRI_Personal_distress,-0.0016472102129680283,0.04968413141706576,0.3740252604132366,0.9999999999999998,0.35613563569825557,0.6611874346354607,-0.4681752709093383,,0.278127595620917,-0.25958654818302757,0.6114217619996267,0.17734747448143595,0.23790434012726744,0.36868903011393134,0.2725169742389542,-0.36732674892935063
PANAS_Positive_Affect,0.5361418652266154,0.6573212515408827,0.4671747638824356,-0.5151226407243484,0.9999999999999997,-0.2398726917544381,0.4742311767633084,0.7261745281082879,0.395185547764232,0.564170023872768,-0.4237204586439497,0.6396700613159503,0.8621385583239995,0.6159855726421506,0.7103258358819685,-0.6857525324531699
PANAS_Negative_Affect,-0.6961416945347463,0.12030670902570376,-0.09204108980051998,0.883599251408028,-0.2398726917544381,0.9999999999999996,-0.8841341062581382,-0.505542724334021,-0.682612183744264,-0.762481247910388,0.886698038200359,-0.19286542475099044,-0.391641642552818,-0.41121250998244563,-0.7692508485694958,0.7896215016118329
POM_Peace_of_Mind,0.8362232810215231,0.8651595608837415,0.8586801652625298,-0.9461429824176515,0.8651993123304893,-0.9349943236389116,0.9999999999999998,0.3254809962715747,0.7725666733868441,0.8179508162367709,-0.9191390121726145,0.70480163558772,0.8963714041541105,0.6287395845874786,0.8723934579630802,-0.9001696756554307
BigFive_Extraversion,0.04133248537091887,0.44086880437212494,0.2714986232432082,-0.016121819995129162,0.6485999203338754,-0.2917477835198593,-0.22336481005854034,0.9986367626749014,-0.31935358624052357,-0.08607116828364461,0.2650084656916951,0.4608823009375335,0.8377984860950292,-0.3611367569569497,0.10716627862219459,-0.7858833890457557
BigFive_Agreeableness,0.5482249862075436,0.039176698081182,0.3597246712592747,-0.20244124781329043,-0.3528578339397169,-0.041790350050710384,0.31749398310700716,-0.32571999410535185,1.0,0.04310358259672456,-0.31195706752243296,-0.23017480125247425,-0.47234246218241926,0.509681328270203,0.14174001932444721,0.10814027359471215
BigFive_Conscientiousness,0.06697829173598858,-0.11136715365994597,-0.09193567889415741,-0.4046331683163392,0.25435911961059254,-0.0676485780401048,0.30087878225501796,-0.08899743328908952,0.04310358259672456,1.0,-0.15619620708448337,-0.05550148687553867,0.018275442882428373,0.3359725118027271,0.5217839085384324,-0.025467657798131822
BigFive_Neuroticism,-0.20882882077071574,-0.07709191538383753,-0.013029200759484882,0.7843182727100921,-0.08037726532281092,0.6470072974595323,-0.9507013951611047,0.25400863793147177,-0.31195706752243296,-0.15619620708448337,1.0,-0.06489216368562095,0.18256275426483345,-0.27092430774284926,-0.47723069332865753,0.01867352705390979
BigFive_Openness,-0.07098727864204504,0.6093934897117282,0.16731862035256378,-0.12659266623046403,0.6244750618873754,-0.32118625080290897,0.032516159343910375,0.46870096060649635,-0.23017480125247425,-0.05550148687553867,-0.06489216368562095,1.0,0.5314628606748649,-0.3337766102328991,0.3222206048602653,-0.5920517672171803
SelfConst_Independent_self,0.3263284130202232,0.7301303190757432,0.11726294872395399,-0.29167277126945584,0.8362511320527762,-0.15099074255685097,0.5124409905304113,0.6659082065795625,-0.039591124604796975,0.28788230978430873,-0.18995876099871092,0.525709209647337,0.9955942736084621,0.015018997707697133,0.5840547558974457,-0.1285214552479944
SelfConst_Interdependent_self,0.2726264133969471,0.16129697368262927,0.6161188166923817,0.3005496629858246,0.026805358249148273,0.3922987248089715,0.11826800860931244,0.005713259751592224,0.5181659023023367,0.39867624525781,-0.5064709387343349,-0.5206082835898571,0.007300297328526537,1.0,0.43813646643602766,-0.4692434428621902
LifeSat_Life_Satisfaction,0.9019340358453023,0.9044292051561992,0.9455575550218922,-0.579939519854011,0.9370555647969003,-0.7409194508044465,0.9474343250241607,0.6894810413641261,0.6931114508945175,0.776855469204132,-0.7937089300431692,0.1915138304387201,0.9435308240091094,0.9054978906554824,0.9999999999999999,-0.7376200994580604
Lonely_Loneliness,-0.607886959982132,0.11994452828353094,-0.523699638316343,0.8401212839941382,-0.8568967654161763,0.674730165040522,-0.8145892033782741,-0.6567168658139335,-0.19661572066059482,-0.2792359388611303,0.7700269678638194,-0.45886823161023765,-0.6777127251592185,-0.6408815409893722,-0.8317794315367112,0.9974922562793229
