label,IRI_Perspective_taking,IRI_Fantasy,IRI_Empathic_concern,IRI_Personal_distress,PANAS_Positive_Affect,PANAS_Negative_Affect,POM_Peace_of_Mind,BigFive_Extraversion,BigFive_Agreeableness,BigFive_Conscientiousness,BigFive_Neuroticism,BigFive_Openness,SelfConst_Independent_self,SelfConst_Interdependent_self,LifeSat_Life_Satisfaction,Lonely_Loneliness
IRI_Perspective_taking,1.0,0.3723270013037605,0.089405178487946,0.1295691181635262,0.0693374425935958,0.2827682398684932,-0.0455839444990494,0.5349815602665428,0.0207226469567002,-0.0786878323205206,0.2852785684183203,-0.0868720988254723,0.2571949979653728,-0.1386756384767003,-0.1508522220391913,-0.0672774770521416
IRI_Fantasy,0.3723270013037605,1.0,0.3211277476812043,0.331959923061275,0.109910570556522,0.2457099711778358,-0.0068605884308563,0.127711670716648,-0.0321210123730878,-0.1524507460214718,0.5472445466953832,0.3662270265962639,0.3522689985349207,-0.220201856688126,-0.0800395308432455,-0.2707956015726066
IRI_Empathic_concern,0.089405178487946,0.3211277476812043,1.0,0.3045065182517835,0.0393020486531964,0.223923972165462,-0.0209346163558459,0.0850843273955044,0.3828616027956562,-0.3980405501087612,0.0134587367440519,0.7396376492315461,0.1135038603552823,-0.215939845185985,-0.0146587641566879,-0.5437821717712927
IRI_Personal_distress,0.1295691181635262,0.331959923061275,0.3045065182517835,1.0,-0.1178410772133315,0.2236886510948489,-0.4556562822677723,0.0777505972123252,0.1331662777278018,-0.2520283786230721,0.3855551079006549,0.0818076693395582,0.0078340831294318,-0.0310493156227106,-0.3109634007593336,-0.0137430810785223
PANAS_Positive_Affect,0.0693374425935958,0.109910570556522,0.0393020486531964,-0.1178410772133315,1.0,-0.1190138830006261,0.4760608411435854,0.0085097732400033,-0.2359579168388663,0.1044058984015265,-0.0914000851760103,0.1089025020071126,0.3815654649932925,0.2143097033712317,0.274160915784358,-0.1263806376684266
PANAS_Negative_Affect,0.2827682398684932,0.2457099711778358,0.223923972165462,0.2236886510948489,-0.1190138830006261,1.0,-0.3899176807699614,0.2334572233585783,-0.1780571055594596,-0.2160081603136357,0.5148053663493983,0.1487204416438685,0.0103916391875547,-0.1146223051653092,-0.0574190567562207,-0.1172104885267181
POM_Peace_of_Mind,-0.0455839444990494,-0.0068605884308563,-0.0209346163558459,-0.4556562822677723,0.4760608411435854,-0.3899176807699614,1.0,-0.0975832487333792,-0.1778813978274638,0.156750823574445,-0.313776316763857,0.2568515802964185,0.3052425428468888,-0.048555092670375,0.331913952735774,-0.3558604056548623
BigFive_Extraversion,0.5349815602665428,0.127711670716648,0.0850843273955044,0.0777505972123252,0.0085097732400033,0.2334572233585783,-0.0975832487333792,1.0,-0.0512882079617279,-0.0531298272854785,0.1991405202213939,-0.060179939519907,0.108177353906812,-0.1154999552375539,-0.051145419418239,-0.1001938081464908
BigFive_Agreeableness,0.0207226469567002,-0.0321210123730878,0.3828616027956562,0.1331662777278018,-0.2359579168388663,-0.1780571055594596,-0.1778813978274638,-0.0512882079617279,1.0,-0.1487713741532509,-0.1758517057628109,0.1841645002271423,-0.1843292258372845,0.1344696049537357,-0.1732428197191867,0.0740746839810452
BigFive_Conscientiousness,-0.0786878323205206,-0.1524507460214718,-0.3980405501087612,-0.2520283786230721,0.1044058984015265,-0.2160081603136357,0.156750823574445,-0.0531298272854785,-0.1487713741532509,1.0,-0.0997968407904049,-0.4035748151986035,0.2918659557415624,0.1199512840531605,-0.1558059499030695,0.1799450637738446
BigFive_Neuroticism,0.2852785684183203,0.5472445466953832,0.0134587367440519,0.3855551079006549,-0.0914000851760103,0.5148053663493983,-0.313776316763857,0.1991405202213939,-0.1758517057628109,-0.0997968407904049,1.0,-0.0553726454379042,-0.0156250451379778,-0.1270079796890204,-0.2175594302166152,-0.0121380191004518
BigFive_Openness,-0.0868720988254723,0.3662270265962639,0.7396376492315461,0.0818076693395582,0.1089025020071126,0.1487204416438685,0.2568515802964185,-0.060179939519907,0.1841645002271423,-0.4035748151986035,-0.0553726454379042,1.0,0.1193389478188763,-0.2518262845145006,0.1570695700880972,-0.7183350964948393
SelfConst_Independent_self,0.2571949979653728,0.3522689985349207,0.1135038603552823,0.0078340831294318,0.3815654649932925,0.0103916391875547,0.3052425428468888,0.108177353906812,-0.1843292258372845,0.2918659557415624,-0.0156250451379778,0.1193389478188763,1.0,-0.1016182187153539,0.2272037217610421,-0.2413756312087147
SelfConst_Interdependent_self,-0.1386756384767003,-0.220201856688126,-0.215939845185985,-0.0310493156227106,0.2143097033712317,-0.1146223051653092,-0.048555092670375,-0.1154999552375539,0.1344696049537357,0.1199512840531605,-0.1270079796890204,-0.2518262845145006,-0.1016182187153539,1.0,-0.1000721122691204,0.4597512241472055
LifeSat_Life_Satisfaction,-0.1508522220391913,-0.0800395308432455,-0.0146587641566879,-0.3109634007593336,0.274160915784358,-0.0574190567562207,0.331913952735774,-0.051145419418239,-0.1732428197191867,-0.1558059499030695,-0.2175594302166152,0.1570695700880972,0.2272037217610421,-0.1000721122691204,1.0,-0.2949715683197985
Lonely_Loneliness,-0.0672774770521416,-0.2707956015726066,-0.5437821717712927,-0.0137430810785223,-0.1263806376684266,-0.1172104885267181,-0.3558604056548623,-0.1001938081464908,0.0740746839810452,0.1799450637738446,-0.0121380191004518,-0.7183350964948393,-0.2413756312087147,0.4597512241472055,-0.2949715683197985,1.0
