hidden_dim,snr,sigma,seed,recovered_slope,recovered_mantel_r,recovered_slope_vs_human,recovered_mantel_r_vs_human,n_pairs
2048,0.3,1.8257418583505538,16,1.2990504353610373,0.9965837595686908,1.3524424245098121,0.9826852632882328,120
2048,0.3,1.8257418583505538,17,1.3126814519909031,0.9943493130866288,1.253077388942403,0.9758341425592041,120
2048,0.3,1.8257418583505538,18,1.2955845538566644,0.9962634644993229,1.362342080114802,0.9744515164212899,120
2048,0.3,1.8257418583505538,19,1.3037648437039733,0.9963638092973625,1.3340999202193318,0.9772329087935595,120
2048,1.0,1.0,0,1.1569000774239802,0.9978289175754832,1.224000031384823,0.9795271650166801,120
2048,1.0,1.0,1,1.1747999835078344,0.996584239197395,1.1903566471888432,0.9791429692045523,120
2048,1.0,1.0,2,1.1576820922775872,0.9975045427506565,1.19662354135703,0.9811348626071333,120
2048,1.0,1.0,3,1.2003816062924844,0.9966180787121355,1.127261472674885,0.9709796784765883,120
2048,1.0,1.0,4,1.162856733816358,0.9980518196762669,1.2816148895695338,0.9857094519834628,120
2048,1.0,1.0,5,1.1680894164551534,0.9981700664208264,1.2407942445178912,0.9723943572829379,120
2048,1.0,1.0,6,1.1539000797541012,0.9976003676721079,1.219270389745405,0.9838390444717539,120
2048,1.0,1.0,7,1.1510778511652204,0.996594052475325,1.0926482610024066,0.9606042904031328,120
2048,1.0,1.0,8,1.1659446690606943,0.9977676377741566,1.1803027305903084,0.9788941001839939,120
2048,1.0,1.0,9,1.167775982678987,0.9979171577698963,1.1682716634554324,0.9715243279466412,120
2048,1.0,1.0,10,1.169830318671922,0.9979705597960735,1.1613309850267048,0.9807477316877251,120
2048,1.0,1.0,11,1.153644935009384,0.9972958041180674,1.152752958149124,0.9695957630430857,120
2048,1.0,1.0,12,1.1757453553491488,0.9976162400627515,1.2641977125394552,0.9808300141245825,120
2048,1.0,1.0,13,1.1672858568052138,0.9972429508863879,1.1828810403680154,0.9759035732196283,120
2048,1.0,1.0,14,1.154203003252569,0.9972368616872459,1.1676247670913023,0.9761774838589259,120
2048,1.0,1.0,15,1.1613060836692355,0.9973921869887769,1.1233360690804821,0.9738022407011553,120
2048,1.0,1.0,16,1.1718786571747153,0.9971795484809961,1.225456655314888,0.9668279488272719,120
2048,1.0,1.0,17,1.1535287829376664,0.9972887551138452,1.110661617869636,0.9794803165397464,120
2048,1.0,1.0,18,1.1688590145739997,0.9971944135900721,1.170190778355902,0.9769630027446626,120
2048,1.0,1.0,19,1.1558283614471196,0.9975079191281445,1.1695663332555313,0.9825887763458941,120
2048,3.0,0.5773502691896258,0,1.0979821514793948,0.9970449463036569,1.1215643736953504,0.9785946866959366,120
2048,3.0,0.5773502691896258,1,1.0813226929474857,0.9967808599097127,1.0342827811002084,0.9700499006836409,120
2048,3.0,0.5773502691896258,2,1.097629596866245,0.9973582812961728,1.0635015187847048,0.976197808411038,120
2048,3.0,0.5773502691896258,3,1.0968275486305277,0.9971576805021499,1.0668295754356711,0.9694498645756787,120
2048,3.0,0.5773502691896258,4,1.0955534837273109,0.9978968115247515,1.1651241709661346,0.9749251991993068,120
2048,3.0,0.5773502691896258,5,1.1033368721293302,0.9965963718192085,1.0973282458502127,0.9665204304746219,120
2048,3.0,0.5773502691896258,6,1.0983615724805298,0.997740402080381,1.1749026941231184,0.9794179437820981,120
2048,3.0,0.5773502691896258,7,1.1065015280451027,0.9974776303030807,1.147503861843431,0.9771308925286833,120
2048,3.0,0.5773502691896258,8,1.0957763342916946,0.9969182965074915,0.9764539968035362,0.9696728369449719,120
2048,3.0,0.5773502691896258,9,1.1154098290411327,0.9976400612694634,1.1168448256040195,0.982238833457129,120
2048,3.0,0.5773502691896258,10,1.1167130093683095,0.9979008015681711,1.170513708750074,0.9838944545940495,120
2048,3.0,0.5773502691896258,11,1.1082978686040852,0.996866538728409,1.1534807225271202,0.9818880707913107,120
2048,3.0,0.5773502691896258,12,1.100284363324022,0.9970429249152531,1.1210347005838053,0.9768729891719014,120
2048,3.0,0.5773502691896258,13,1.0890920750614315,0.9977098964316595,1.073573227409987,0.9746878645339289,120
2048,3.0,0.5773502691896258,14,1.1049944627702424,0.9971414075895944,1.1060043388486895,0.9773163317222846,120
2048,3.0,0.5773502691896258,15,1.0921916672609355,0.9967073565125397,1.039989218321375,0.9724233932309153,120
2048,3.0,0.5773502691896258,16,1.0987234132147228,0.9968464262577738,1.0791501557192384,0.9771346076522446,120
2048,3.0,0.5773502691896258,17,1.1012136807739263,0.9955384674093425,1.0109942150024303,0.9725161792427734,120
2048,3.0,0.5773502691896258,18,1.08125495444552,0.9970876483263822,1.020159065343633,0.9674025704672091,120
2048,3.0,0.5773502691896258,19,1.1149859550355987,0.9971160027812714,1.138428250595473,0.974060557204277,120
2048,10.0,0.31622776601683794,0,1.0627483633934778,0.9975491767486232,1.0545779674803033,0.9655399609300214,120
2048,10.0,0.31622776601683794,1,1.0671410390049696,0.9971313744677148,1.0787823159408083,0.9741984182949819,120
2048,10.0,0.31622776601683794,2,1.0770065900449937,0.9967620627136007,1.0461340910305628,0.9770205637133024,120
2048,10.0,0.31622776601683794,3,1.0597416012361656,0.9976336358859331,1.0020112550084472,0.9651153215224998,120
2048,10.0,0.31622776601683794,4,1.0801637327688036,0.9976470916577288,1.0425729800260253,0.9822977454847384,120
2048,10.0,0.31622776601683794,5,1.0714188520853527,0.9974635911687384,1.0903440279502405,0.9766239257877194,120
2048,10.0,0.31622776601683794,6,1.070595038039923,0.9968492437862471,1.1100065727099053,0.9785842540493835,120
2048,10.0,0.31622776601683794,7,1.0788600833062398,0.9980395265824806,1.0923070492503364,0.9739977508763461,120
2048,10.0,0.31622776601683794,8,1.069571698830877,0.9970628872005938,1.087173135993854,0.9644041385700949,120
2048,10.0,0.31622776601683794,9,1.0677679158199216,0.996558586872476,1.0414430973277582,0.9768265641882882,120
2048,10.0,0.31622776601683794,10,1.0529326221823467,0.9977499803007158,1.0981202385270425,0.9759313586551751,120
2048,10.0,0.31622776601683794,11,1.0514763828780866,0.9981338637279678,1.1572406927001977,0.9777074384875986,120
2048,10.0,0.31622776601683794,12,1.0759812485208813,0.9981140386529898,1.165476322680933,0.9888980719535754,120
2048,10.0,0.31622776601683794,13,1.081074470408309,0.9962789721473124,1.0679585021831752,0.9763722681422501,120
2048,10.0,0.31622776601683794,14,1.0776780949086462,0.9971423479399902,1.1030216949017286,0.9795055554609189,120
2048,10.0,0.31622776601683794,15,1.0557145961141567,0.996738311996865,0.98241707597744,0.9823293447196211,120
2048,10.0,0.31622776601683794,16,1.0689775512778068,0.9972284158170869,1.0241722686829644,0.9727334222966615,120
2048,10.0,0.31622776601683794,17,1.0723984123239472,0.9976122237219566,1.0614080461832525,0.9752156178906243,120
2048,10.0,0.31622776601683794,18,1.0876945662045712,0.9976675677939597,1.082216545398644,0.9694793641445392,120
2048,10.0,0.31622776601683794,19,1.0746585345868294,0.9971489834767805,1.0900998495799334,0.9745265951650309,120
4096,0.1,3.162277660168379,0,1.5825272951009297,0.9871260194467613,1.5371459071538813,0.9800850706395365,120
4096,0.1,3.162277660168379,1,1.5406500082753571,0.9898022378609272,1.6158805503450888,0.9744183985550366,120
4096,0.1,3.162277660168379,2,1.5334005749212631,0.9866254026552196,1.407311509046698,0.9659632152972398,120
4096,0.1,3.162277660168379,3,1.5195356328229874,0.990250461185998,1.613537533851915,0.9782250221605201,120
4096,0.1,3.162277660168379,4,1.55927322046108,0.9866368974597389,1.5392905643367416,0.9671148787748063,120
4096,0.1,3.162277660168379,5,1.5315743599813807,0.9878667825639492,1.4406035589570971,0.9628134756910836,120
4096,0.1,3.162277660168379,6,1.5204148838575253,0.9903003006987131,1.5191220608242506,0.9824091618037599,120
4096,0.1,3.162277660168379,7,1.5751380213397412,0.9840713419787884,1.5765667620547519,0.96481752856703,120
4096,0.1,3.162277660168379,8,1.5475625510706417,0.9882913426840759,1.4430731517274842,0.9633388907083266,120
4096,0.1,3.162277660168379,9,1.5512768802081855,0.9871279135352072,1.6785675119316332,0.9642531688549776,120
4096,0.1,3.162277660168379,10,1.5023647280992738,0.9907956292321537,1.5887474337491245,0.9774141409989405,120
4096,0.1,3.162277660168379,11,1.5337846353710585,0.9893033035235799,1.459223813650669,0.9719380072352273,120
4096,0.1,3.162277660168379,12,1.5395729126255913,0.9909429709167656,1.4689456061592447,0.9750879883079849,120
4096,0.1,3.162277660168379,13,1.521443591425741,0.9913791930992748,1.5279474367936843,0.9783881100638373,120
4096,0.1,3.162277660168379,14,1.5267096084946743,0.9901071620651684,1.5789792166722256,0.9588394202212754,120
4096,0.1,3.162277660168379,15,1.5295319250687236,0.987740571550836,1.5443402475676349,0.981644755418096,120
4096,0.1,3.162277660168379,16,1.551994880993912,0.9891500085009652,1.499471831158686,0.9512974311415215,120
4096,0.1,3.162277660168379,17,1.5054936584849867,0.9884196271148616,1.4859700274361474,0.9720798237781866,120
4096,0.1,3.162277660168379,18,1.5469897855335797,0.9900332953029226,1.476067677490242,0.9716218105728559,120
4096,0.1,3.162277660168379,19,1.5295626125099016,0.9882068347968499,1.50878498237555,0.9704147594268318,120
4096,0.3,1.8257418583505538,0,1.314035677644107,0.9970560715384894,1.423359069265259,0.9732253956198017,120
4096,0.3,1.8257418583505538,1,1.3040344433806044,0.9958615894050868,1.3494983143582122,0.9605199268268116,120
4096,0.3,1.8257418583505538,2,1.3311845627499481,0.9951930015967198,1.2195439903905538,0.9588592493581699,120
4096,0.3,1.8257418583505538,3,1.32728709254981,0.9956246386633149,1.3892260959971725,0.9712555514658159,120
4096,0.3,1.8257418583505538,4,1.3260399388954294,0.9965773726783347,1.2979631319256786,0.9790167168984598,120
4096,0.3,1.8257418583505538,5,1.313077414945638,0.996673385165967,1.332432340525443,0.9810982406006168,120
4096,0.3,1.8257418583505538,6,1.3104277446742758,0.9966487859880485,1.2727643167277432,0.97509092619375,120
4096,0.3,1.8257418583505538,7,1.3249368989082269,0.9955515138558013,1.3581154054293476,0.9789504680649572,120
4096,0.3,1.8257418583505538,8,1.305607692701522,0.9955846472376716,1.1981238679873825,0.9750603768852862,120
4096,0.3,1.8257418583505538,9,1.299386861625744,0.9960840870070452,1.1866750868654599,0.9690301231024323,120
4096,0.3,1.8257418583505538,10,1.2982303753331943,0.9969077084915638,1.301286180208649,0.9791685435586743,120
4096,0.3,1.8257418583505538,11,1.3135518765156788,0.9963276449680373,1.3246454666162182,0.9763357012853434,120
4096,0.3,1.8257418583505538,12,1.313414336904097,0.996842914488344,1.2824998587858087,0.9773282433861938,120
4096,0.3,1.8257418583505538,13,1.297633616529159,0.9965701608740528,1.264473348380854,0.9813843759432268,120
4096,0.3,1.8257418583505538,14,1.3020296447790873,0.9960596367574095,1.2397783631306047,0.9607908589359113,120
4096,0.3,1.8257418583505538,15,1.2882298590751595,0.9976163716826789,1.2102731382163134,0.9751908482617732,120
4096,0.3,1.8257418583505538,16,1.3185810087779295,0.9954199483230283,1.2458375726230764,0.9632635833555213,120
4096,0.3,1.8257418583505538,17,1.289200164386362,0.9964172675798477,1.2106204377861223,0.9702021707402644,120
4096,0.3,1.8257418583505538,18,1.306651661020438,0.9962888037039161,1.280907636965938,0.980212178264139,120
4096,0.3,1.8257418583505538,19,1.3130177739425515,0.9959135186070192,1.2027846715012056,0.9769263784192503,120
4096,1.0,1.0,0,1.131388636822991,0.9972891721849041,1.1421092799786903,0.977049995893032,120
4096,1.0,1.0,1,1.1499760393717453,0.9967511736101914,1.1363377402449333,0.9767836019490299,120
4096,1.0,1.0,2,1.1624952552008894,0.9982823557373427,1.2100041419821375,0.9788409731315941,120
4096,1.0,1.0,3,1.139128021966355,0.9976654178842774,1.1762226570046272,0.9799127779104544,120
4096,1.0,1.0,4,1.1488065491977353,0.9972951096972513,1.0985675370041668,0.9761225319109629,120
4096,1.0,1.0,5,1.1325957813359468,0.997679065499605,1.1407372568547824,0.9772706453103084,120
4096,1.0,1.0,6,1.1292073084296634,0.997354079734521,1.1079757325596284,0.9795372237226655,120
4096,1.0,1.0,7,1.131743605816782,0.9970088697103898,1.2007113839356351,0.9803128764433606,120
4096,1.0,1.0,8,1.1499476959486448,0.997322208730109,1.1849695900444115,0.9838012186612245,120
4096,1.0,1.0,9,1.1477075936999641,0.9974994978741921,1.1057261859384038,0.9817525981973347,120
4096,1.0,1.0,10,1.1581924005024267,0.9972711634244815,1.0994076875131436,0.9775327136679137,120
4096,1.0,1.0,11,1.1641430633940273,0.9973836527576252,1.1312402894983697,0.9773909134869228,120
4096,1.0,1.0,12,1.141077623284253,0.9972247558342521,1.202955820587636,0.9806803856575016,120
4096,1.0,1.0,13,1.1363774180452633,0.9982116789873358,1.2474372676299634,0.9805181669371223,120
4096,1.0,1.0,14,1.1465475192420929,0.997652945449833,1.1369148002990102,0.9667753250404995,120
4096,1.0,1.0,15,1.1398828345271461,0.9979410026072161,1.1410720611187966,0.9706317868608088,120
4096,1.0,1.0,16,1.1323459346866993,0.9974400906389522,1.1780121717558292,0.9872122741322271,120
4096,1.0,1.0,17,1.1483557683559686,0.9974172486530712,1.260201470778804,0.9779553632033802,120
4096,1.0,1.0,18,1.1438390694277645,0.9966430188624502,1.0383900224335025,0.9696848937868893,120
4096,1.0,1.0,19,1.1349965638198523,0.9977526125435462,1.1492497458497892,0.9731514642697434,120
4096,3.0,0.5773502691896258,0,1.0740427165569004,0.9968082564206701,1.0701453456939627,0.9748067865165017,120
4096,3.0,0.5773502691896258,1,1.0780826438176454,0.9974326227883145,1.0963489824145631,0.9714727025317247,120
4096,3.0,0.5773502691896258,2,1.066311522348176,0.9972608360959825,1.0667574519656486,0.9768889589155707,120
4096,3.0,0.5773502691896258,3,1.068847699766832,0.9973963987191145,1.089562790924422,0.9759522663010308,120
4096,3.0,0.5773502691896258,4,1.0764463722596125,0.9967011450379792,1.085176994321261,0.9778459506661544,120
4096,3.0,0.5773502691896258,5,1.0763720765612164,0.996654602280194,1.0972668487502684,0.979231057220619,120
4096,3.0,0.5773502691896258,6,1.0761982161390748,0.9974074744278644,1.1038740972678476,0.9689801114857275,120
4096,3.0,0.5773502691896258,7,1.086790080595749,0.9969821452297175,1.0988165991724612,0.9759509354041411,120
4096,3.0,0.5773502691896258,8,1.065974839218811,0.9976364381170506,1.0735987422198872,0.9811410907961778,120
4096,3.0,0.5773502691896258,9,1.0809771048551464,0.9968283415517304,1.119586846184277,0.9784193679471535,120
4096,3.0,0.5773502691896258,10,1.0787276179209113,0.9969246458854738,1.1438358885535165,0.9815852653559636,120
4096,3.0,0.5773502691896258,11,1.0851116109103471,0.9969908093768588,1.0946171768386164,0.9749678039252804,120
4096,3.0,0.5773502691896258,12,1.073079579516038,0.9975865126390193,1.1147394115170028,0.9808954971313643,120
4096,3.0,0.5773502691896258,13,1.077908598654057,0.9975590920116897,1.0706093260376892,0.9752947449307372,120
4096,3.0,0.5773502691896258,14,1.0845478043084933,0.9970223150282743,1.1132593469209358,0.9783605585930384,120
4096,3.0,0.5773502691896258,15,1.0530557039637112,0.996939566896409,1.0195361281049395,0.964155096112275,120
4096,3.0,0.5773502691896258,16,1.0763791371610225,0.9973585535776068,1.0632636700260003,0.9698626787671767,120
4096,3.0,0.5773502691896258,17,1.0779015369902583,0.9978674124954854,1.0770748286377287,0.9767228132534065,120
4096,3.0,0.5773502691896258,18,1.073607755514693,0.996046272312547,1.1327306298153799,0.9776528622609226,120
4096,3.0,0.5773502691896258,19,1.0819631613654952,0.997980430167042,1.119120269370772,0.9834440013866431,120
4096,10.0,0.31622776601683794,0,1.0322248493407011,0.9973682814003951,1.0619991806138591,0.9732067694926383,120
4096,10.0,0.31622776601683794,1,1.0161679229169203,0.9970743916616509,0.944227581754862,0.971104990715234,120
4096,10.0,0.31622776601683794,2,1.0403604293740618,0.9978444772652318,1.0937145491066624,0.9772100128718516,120
4096,10.0,0.31622776601683794,3,1.0568920277068634,0.9969991903755303,1.034072770477179,0.9646082901834174,120
4096,10.0,0.31622776601683794,4,1.034129765514524,0.995858131409991,0.9755335315160225,0.9769899787398535,120
4096,10.0,0.31622776601683794,5,1.0218878690393058,0.9966441955735992,0.9740250377784377,0.9718275562389751,120
4096,10.0,0.31622776601683794,6,1.058753236752285,0.9968889401246139,1.082406033088085,0.9774055994750033,120
4096,10.0,0.31622776601683794,7,1.0525535356782465,0.9970722087863415,1.0595929447227184,0.983576621372492,120
4096,10.0,0.31622776601683794,8,1.0485859150975823,0.9978321514424359,1.0746811162621832,0.9733638847304569,120
