level,layer,n_constructs,n_pairs,mantel_r,mantel_p,pearson_r,pearson_p,slope,intercept
subscale,10,16,120,0.017024174603467,0.4006599340065993,0.0170241746034669,0.8535805371246922,0.0076863158516437,0.0116983672523475
scale,10,7,21,-0.0231951752538454,0.5388461153884612,-0.0231951752538454,0.9205047799092524,-0.007413223070685,-0.008265415216199
subscale,14,16,120,-0.0106344882081533,0.5178482151784821,-0.0106344882081533,0.9082240711246456,-0.0057583697567983,0.0104592334646908
scale,14,7,21,-0.1616032704496125,0.7721227877212279,-0.1616032704496126,0.4840311099461949,-0.0537053533484868,-0.0196295615853626
subscale,18,16,120,0.0066410673777644,0.4423557644235576,0.0066410673777645,0.9426109999838336,0.0038958410311324,0.0167838897326773
scale,18,7,21,-0.1356226244165174,0.7171282871712829,-0.1356226244165174,0.5577656562610831,-0.0539087741858536,-0.021889189095974
subscale,22,16,120,0.0321514472828273,0.3362663733626637,0.0321514472828273,0.7273857668785078,0.019196161786702,0.0197636318990679
scale,22,7,21,-0.1012167754040914,0.6655334466553344,-0.1012167754040914,0.6624336051326656,-0.0445319396671877,-0.0346576170586169
subscale,26,16,120,0.0150109918540655,0.4012598740125987,0.0150109918540656,0.8707348167905944,0.0094967548186374,0.0247193977757121
scale,26,7,21,-0.1016911355395393,0.6814318568143186,-0.1016911355395393,0.6609424596182636,-0.0437262376132337,-0.0081650041110619
