level,layer,n_constructs,n_pairs,mantel_r,mantel_p,pearson_r,pearson_p,slope,intercept
subscale,4,16,120,-0.0093135711616502,0.5008499150084992,-0.0093135711616502,0.919582726363581,-0.0055163514230978,0.0015960162187086
scale,4,7,21,0.4826972986002361,0.0233976602339766,0.4826972986002359,0.0266691945916153,0.2374860730742432,0.0329443321547821
subscale,6,16,120,-0.0057370184994762,0.490950904909509,-0.0057370184994762,0.9504126470000872,-0.0037141472959198,-0.0002540978983394
scale,6,7,21,0.4352886896934307,0.0414958504149585,0.435288689693431,0.048585059502296,0.2049973275466258,0.0300082510372051
subscale,8,16,120,-0.0200339298477669,0.5582441755824418,-0.0200339298477669,0.828063848215247,-0.0129742233419126,-0.0020892441570066
scale,8,7,21,0.4104560049352288,0.0565943405659434,0.4104560049352288,0.0645759731447366,0.2006188823314221,0.0336506522972839
subscale,10,16,120,-0.0395719024788603,0.6432356764323568,-0.0395719024788602,0.6678363841047074,-0.027340129474303,0.0082178093876553
scale,10,7,21,0.4072581912013578,0.0434956504349565,0.4072581912013579,0.0668945470793067,0.1822389922522488,0.0236946782357716
subscale,12,16,120,-0.0329748245982331,0.6031396860313969,-0.0329748245982331,0.7206894654091095,-0.0267419624672532,0.0116204066480066
scale,12,7,21,0.470246515230191,0.0182981701829817,0.4702465152301911,0.0314600805069623,0.2019739739819319,0.022865722860182
subscale,14,16,120,-0.0345482522335867,0.6081391860813918,-0.0345482522335868,0.7079522270853356,-0.0308023209598629,0.0084247404138483
scale,14,7,21,0.4017735199229828,0.0315968403159684,0.4017735199229828,0.0710169488154158,0.1827813644779037,0.0144459050606963
