,IRI_Q1,IRI_Q2,IRI_Q3,IRI_Q4,IRI_Q5,IRI_Q6,IRI_Q7,IRI_Q8,IRI_Q9,IRI_Q10,IRI_Q11,IRI_Q12,IRI_Q13,IRI_Q14,IRI_Q15,IRI_Q16,IRI_Q17,IRI_Q18,IRI_Q19,IRI_Q20,IRI_Q21,IRI_Q22,IRI_Q23,IRI_Q24,IRI_Q25,IRI_Q26,IRI_Q27,IRI_Q28,PANAS_Q1,PANAS_Q2,PANAS_Q3,PANAS_Q4,PANAS_Q5,PANAS_Q6,PANAS_Q7,PANAS_Q8,PANAS_Q9,PANAS_Q10,PANAS_Q11,PANAS_Q12,PANAS_Q13,PANAS_Q14,PANAS_Q15,PANAS_Q16,PANAS_Q17,PANAS_Q18,PANAS_Q19,PANAS_Q20,POM_Q1,POM_Q2,POM_Q3,POM_Q4,POM_Q5,POM_Q6,POM_Q7,BigFive_Q1,BigFive_Q2,BigFive_Q3,BigFive_Q4,BigFive_Q5,BigFive_Q6,BigFive_Q7,BigFive_Q8,BigFive_Q9,BigFive_Q10,SelfConst_Q1,SelfConst_Q2,SelfConst_Q3,SelfConst_Q4,SelfConst_Q5,SelfConst_Q6,SelfConst_Q7,SelfConst_Q8,SelfConst_Q9,SelfConst_Q10,SelfConst_Q11,SelfConst_Q12,SelfConst_Q13,SelfConst_Q14,SelfConst_Q15,SelfConst_Q16,SelfConst_Q17,SelfConst_Q18,SelfConst_Q19,SelfConst_Q20,SelfConst_Q21,SelfConst_Q22,SelfConst_Q23,SelfConst_Q24,LifeSat_Q1,LifeSat_Q2,LifeSat_Q3,LifeSat_Q4,LifeSat_Q5,Lonely_Q1,Lonely_Q2,Lonely_Q3,Lonely_Q4,Lonely_Q5,Lonely_Q6,Lonely_Q7,Lonely_Q8,Lonely_Q9,Lonely_Q10,Lonely_Q11,Lonely_Q12,Lonely_Q13,Lonely_Q14,Lonely_Q15,Lonely_Q16,Lonely_Q17,Lonely_Q18,Lonely_Q19,Lonely_Q20
IRI_Q1,0.9999999921406292,0.22940205792739948,0.229382403292565,-0.06277695936899723,-0.03672999020305621,0.17958318018705532,-0.029448438201279577,-0.06776970340781732,0.23155265621978385,-0.026153964303989974,-0.005556528195016265,-0.09601234287131438,0.03351147986706571,-0.1869456100434104,0.17019794700372864,-0.02336525537011115,0.2786815957432208,-0.214377757106696,0.200985794173842,0.13578937945194847,-0.07625335537599648,0.04084261788503252,-0.1706988878689691,0.021340624525914453,-0.16053836083839643,0.28502028779822824,0.3137292806537623,-0.07150910158078633,0.2756221036300731,-0.017180048547923592,0.47544170036766537,-0.1118829848133398,-0.002843731632491929,0.1741823646794399,0.22128999851858713,-0.13179113091774974,0.2706800315711453,0.014190331079978191,0.08508871751400388,0.22140076211636694,-0.2488438580673456,0.3878914699235532,0.2735148135142331,-0.020808004145433392,0.29861124763405966,0.17487043986133857,0.33981250231250393,0.273238600481258,0.28634455058837005,-0.2791393562947252,0.3282962692105178,0.2243995929342102,0.20960872239738046,0.1845467355125258,0.30351070124064994,0.33126767290154396,0.0304524230113069,-0.15115475526221722,0.1992511001798688,0.513784090030061,-0.040638754892664664,0.25166011092383267,-0.18436243496239915,-0.3231362332369576,-0.20312575676028985,0.5377114186237333,0.24598868707149626,0.0036450112033093174,0.39903084539577904,0.04524561540291601,0.33357734744591727,-0.18366866695857453,0.23412938545206918,0.17717120892993882,-0.07403376760466107,0.29080187869840735,-0.2650815363812419,0.1726869217116453,0.28246999508380105,0.9128276812731915,0.369346855007795,0.5754051507283917,0.38047174477632106,0.3026995205757862,0.4005304778636002,0.17554455209491138,-0.15094944861090254,0.46628170093619103,0.07541229624949236,0.3714632234541979,0.3492418221885222,0.42116147565016393,0.3057209490166217,0.34714463150771047,0.33900445940500784,-0.36023428932832213,-0.29238218977200237,-0.23439819360754194,0.3516668818939239,0.2849646747073701,0.04727545938502999,0.07000791962939482,0.3668053313477369,0.3162592965136004,-0.22028684980769858,-0.16968113261612727,-0.14611567265864833,-0.160369418141991,0.4331691661571606,0.06978834303196729,0.16001195071233093,-0.060402516246905555,0.42713515541941127,0.408022172269157
IRI_Q2,0.23290765035362085,0.9936711201892409,-0.07408780839890805,-0.5126984154018288,0.20448615287793767,0.27396368467220134,-0.13462640743641657,-0.061685160223098785,0.28973175649777316,0.05060879640839831,0.033243657443852215,-0.13601813034117138,-0.36304815141595964,-0.23850690643452754,-0.04255900719316613,0.17316449618338486,0.13961413871131562,-0.4384893472719793,0.0011612123397456223,0.4996605744074903,-0.055045159320980946,0.39139242993238466,-0.2373828896438951,0.1279899520119929,0.23397824632734934,0.2555309029565816,0.2803751010062291,-0.011959814663638754,0.5593370381648072,0.14084729163085766,0.5175618272519149,0.11404708374208516,-0.4134118886254937,0.01452356426702004,0.14821691522994296,-0.5094300338031432,0.4938975426705107,0.17410263863415476,-0.27571439357775385,0.0771303111808159,-0.25760084893893376,0.684506034423294,0.1676232184421212,0.07705991076864652,0.41932584451697696,0.291035202986092,0.6375589024519729,0.17376906032707912,0.287197372750265,-0.15943125614594383,0.4256236939499351,0.5647021180971508,0.16823774453976661,0.4992152006490452,0.28591538872564537,0.3371333808006885,-0.4321830552063596,-0.038541522174894156,0.30995728181638427,0.6112023846499964,0.1109844629201222,0.9062301156636116,-0.385139778734291,-0.047174389337216974,-0.6308048990435832,0.7038230285829026,0.40197478654027075,-0.05471424101185399,0.8254359029974585,-0.12965144373104714,0.46678280619704204,-0.5926455093543543,0.5014313954968765,0.44402287746052005,0.0683499190001618,0.4067523919339265,-0.6527122088742191,0.5200031122505426,0.6155321129287388,0.39583488470173006,0.7881282863309798,0.6373992930960759,0.6980885112966861,0.6953160317784174,0.5651262348794166,0.3956209945708976,-0.4042985959944202,0.5673312632165401,0.5164165486876042,0.5038734636165647,0.36885223341468854,0.6771790087863383,0.6461631380373363,0.4422022243127212,0.5351873561521343,-0.37039237183504814,-0.34439867956966386,-0.39515725683729563,0.5184095846148792,0.46466974610311124,-0.3590974038198186,-0.25612623039748167,0.5979219870561425,0.5977779632426863,-0.3710507771403907,-0.37063096598202705,-0.3249861877367384,-0.3114965031249176,0.584698433227465,0.4959945440791029,-0.043500010144918916,-0.25145769353739655,0.6075021479218359,0.6153201873602668
IRI_Q3,0.22659854525146492,-0.09302267903852815,0.9997873414884417,0.23770969432048467,-0.09823310100226779,0.09464463777905587,0.2328275393663859,-0.3098380468706624,-0.08045080413276078,-0.07139130127333931,-0.4883247964856777,0.12170909047226533,0.21833974996851288,0.012305722730291478,0.48469641895235427,-0.13379058846829817,0.0867220025406995,0.16840434133647567,0.004636158269326167,-0.011175979744574197,-0.23376386908340047,-0.09952634227993123,0.028890876510792862,0.289974880496613,-0.5255269793139201,-0.18767260259296115,0.028089704307868696,-0.4928300549732353,-0.16044459778960188,-0.24481287178329686,-0.01702044374910136,-0.18592501321873472,0.12991559135730138,-0.19292781261257724,0.1611552719014922,0.13163915126223222,-0.15733493963320264,-0.19744120385564976,0.27306959447716533,0.12413108400023855,-0.11549341831513692,-0.07783766725295689,0.08167020065134674,0.14887513343540204,-0.09149162444398158,0.055516265610147025,-0.1903806294548177,0.07437526473941018,-0.1744812484502689,-0.0790663394310036,0.024340130985608027,-0.1545960478835637,0.32671729069618133,-0.1188502611757264,0.07647707052227211,-0.3330605003954035,0.25668125346678766,-0.10044562588656145,0.07981438390576104,-0.15418443603043536,0.17551558053011343,-0.1944920730743256,0.12198366210350617,-0.20071948872226067,0.32341673818078165,-0.07354125332057276,-0.1075779094966684,0.30819517420943365,-0.21966240167740503,-0.16932042524031485,-0.43274351039880976,0.23231815599816846,-0.19116856568387003,-0.34690438877246577,-0.13091263428218033,-0.2478362688925831,0.21685119584750379,-0.3449164428580691,-0.3128710887999482,0.10155283150907707,-0.22887427674121924,-0.15712304778778788,-0.28857859148686726,-0.35747629842644146,-0.2411810669125491,-0.5158483256233919,0.36841888329694955,-0.36142079154666545,-0.32364364886842106,-0.1218802599835488,-0.08681364364808808,-0.07856924589601132,-0.27847506409475553,-0.025108425909250442,-0.2542605506762361,-0.046036280555689785,-0.11256447727447595,0.1445040041395345,-0.11380902621234035,-0.23640771207271527,0.5889788180873539,0.34440651105559367,-0.21152505723092244,-0.09165593194934589,0.199477040906186,0.22060755126638934,0.3376621182263253,0.045124225768740894,-0.31780008376318325,-0.22676212290896208,0.11224848035828595,0.4000106016108867,-0.24261491006963426,-0.17879613719886572
IRI_Q4,-0.06337490641108603,-0.5034964098296834,0.24131633669072158,0.9999499266385405,-0.26500718815568125,-0.16616690228288442,0.21232296327303485,0.09993233620730153,-0.4113496067715523,-0.06485137097355935,-0.25234086933047883,0.3159874218076495,0.433970178520539,0.3410177573895939,0.1779681485444803,-0.2798063811675909,-0.2207819722869028,0.6165672493271839,0.05986917675627822,-0.3356576045814321,-0.11206340490989046,-0.35064416109158614,0.037545968528791815,-0.08124287064763587,-0.3864519223112224,-0.29199834602379326,-0.37076858414967584,-0.17835420388649653,-0.5177707826982311,-0.16043845242339824,-0.37218200002830937,0.004158513639293385,0.3544280662231458,-0.26544470559247635,-0.10464600583516623,0.5229865030370445,-0.5510059594199237,-0.23611298488418297,0.37678109590072456,-0.011664887332487855,0.17352708776695555,-0.5602573147869147,-0.24124988547062465,-0.10229449659460735,-0.5043397968061034,-0.1731229471916093,-0.5618017009533679,-0.2486397202903109,-0.4202922869319866,-0.11400633069334577,-0.3582914950475209,-0.48385081174209466,0.18870725233680874,-0.431383011765086,-0.19111583730323276,-0.4973357458063909,0.5328394077351892,-0.07561715937779787,-0.17140219069245033,-0.46419430649841376,-0.04838177772531432,-0.6408835593249863,0.3235841797985245,-0.14126246316846588,0.569321212750276,-0.6095113074191592,-0.415481507118561,0.06524205408218038,-0.6760908541542943,-0.09900280869229007,-0.6164781958221981,0.5504835722442765,-0.39006492672802867,-0.6262717064398731,-0.2087983234377949,-0.4724397026941939,0.5315317924009655,-0.46998054052895044,-0.6202330337092856,-0.25880222517061163,-0.6904388919892366,-0.6069720014004716,-0.6071800741054596,-0.6414164917495043,-0.5839815496336038,-0.4978957756076998,0.4659009348753196,-0.5429747545103354,-0.405483029567695,-0.4687021550283773,-0.2912240846047034,-0.5982745416633312,-0.6787423513693749,-0.48719577946945414,-0.5652218733859409,0.31031154113932985,0.258133537249444,0.3830029905767537,-0.4877789744450598,-0.5106672156430536,0.5491971082883951,0.3410844447750333,-0.6130176282706857,-0.5101693823600162,0.3392742079098656,0.2954340762476058,0.4705189566601268,0.22958858196245194,-0.5704884471697816,-0.2957727790272141,0.13572864463342676,0.4320220867552677,-0.6214835924034812,-0.5941491734405837
IRI_Q5,-0.037553666345305284,0.22164916912753815,-0.10051454017625293,-0.26278844244029,0.9999821735979629,0.2351761777966852,-0.33426326325693534,0.11597086816345117,0.1545723855374263,-0.19315536738486305,0.26123264366137716,-0.263532570472979,-0.10805669142395721,-0.15040609982146422,-0.054588039812489275,0.44169440795483067,0.08169299453389525,-0.20477225215679493,0.1867644953719928,0.2293540853811785,0.23906747204959328,0.3853974209670219,0.4822974122433784,-0.1790928702011547,0.17989437696111463,0.49717904250394396,0.016087054120658834,0.05440957654090326,0.6973729393494743,-0.05993021273413871,0.2876711951804394,-0.18674831827103075,-0.3289329260056267,-0.10948775915974032,-0.1064021346022808,-0.36135992336766953,0.599910973163723,0.15971862965352768,-0.36311089667898466,0.10151918618473908,-0.1406971274663655,0.4471674095420303,0.09858277030081988,0.12864390943897397,0.426145971117597,0.1634765129854631,0.509563646137715,0.08249672435524762,0.2630050243880654,0.012437999540566867,0.34428067333021006,0.37097619777573276,-0.12386026717175475,0.35612559498933793,-0.052619982727994716,0.18828857082198008,-0.2701328459223409,-0.15648298636921226,0.12926200165038748,0.44884881966409373,-0.15807617063807583,0.2746264871337279,-0.21533481951822725,-0.127783600652133,-0.4594630633659277,0.3606473642512465,0.11696064655170668,-0.12664155704901728,0.3658461994678523,0.21965374419936093,0.36010523713477866,-0.36086405462818966,0.4070987500556851,0.2942948437852735,0.04144960361953105,0.42777798687403357,-0.33294782173467175,0.2855517179288673,0.36947883446863206,0.23618999798576892,0.42728926316332483,0.4885827347476345,0.31055741136003034,0.27033922503072055,0.359129241327243,0.29523322500517485,-0.3904452974350998,0.4091118472542235,0.22165741336200984,0.3386870556779958,0.10161357609186673,0.4276576295276888,0.4218192907033159,0.293537510416636,0.471821891705804,-0.17232397658990364,-0.07089930442158854,-0.2867475683348828,0.5509583162706114,0.5330821860556321,-0.4205118672614145,-0.22499494913421064,0.44595230110986606,0.5597352670727269,-0.289187917710648,-0.28818799718383126,-0.2740913565790136,-0.26628927060055846,0.3829205952355005,0.5617259420181703,-0.06503440239193045,-0.32666512468815423,0.3903767103893019,0.39850918044171324
IRI_Q6,0.17883240605464,0.2580492312293381,0.09530247965586944,-0.16417756553385493,0.23427463746980345,0.9999208324608655,-0.193238707390687,-0.18188615609595182,0.22939360156239816,0.39656920417053165,0.030863418970232693,-0.14700650071191063,-0.16703178045950973,-0.08642154727886214,0.058728827979943374,0.09793277220184451,0.6010502892859668,-0.14058000739470428,0.1413508912684824,0.20286252973064425,-0.001381908161323435,0.20066725709577468,0.33778125763040157,0.3683285236658226,0.03566900332788715,-0.0484445122727207,0.23261210347671807,-0.15533551635528203,0.3125293325537562,0.1721879801987069,0.45453756630683323,0.27219805046614376,-0.13380720044827502,0.06927041240334109,0.49751638364848616,-0.1594938585503717,0.3942561948974997,0.21127537372297056,0.1675680496263417,0.29351033896537904,0.028882671522186244,0.3744065460725131,0.6433712454905796,0.16187333553234928,0.34423212100417033,0.9395946140011977,0.4124738249690999,0.6235175361997632,0.16321904972900628,-0.265324827249271,0.18937107805943615,0.2224948762250255,0.3611491608763222,0.19548378641856307,0.5517461873831887,0.10247588700184873,-0.05473611793342244,-0.15749372117080132,0.904439067569134,0.19174010050775925,-0.33236726585621046,0.2454586725569211,-0.11553360204578325,-0.40611591281255555,-0.18209597970077154,0.4560532525749684,0.28262659108792587,0.09226615699402499,0.34235531505935823,0.021752397099541368,0.14754225860714626,-0.17605414184522197,0.36408097346069157,0.21960740147138494,0.00234609748663836,0.34163042163257706,-0.2925039249134218,0.2789600898233899,0.34884129522542495,0.24937797369232817,0.31370651876446987,0.3150949814920036,0.3279301713063014,0.2077943977684102,0.31252329187970984,0.16785708023704404,-0.1743475879844842,0.18710948578127123,0.14538992239151383,0.21001932396407494,0.0314376942158882,0.38352366707003893,0.33666381023123715,0.27775733636755146,0.3515500975113481,-0.1286005707752534,-0.04053193802932778,-0.10160408907143526,0.3979162534236609,0.3313011516470006,-0.07996354450050677,0.016215249741590967,0.34566451538695975,0.3700119412741214,-0.09686913016475864,-0.012911348923377764,-0.09268240974354292,0.00032346649699470376,0.3134741989015345,0.16886999170740608,0.18011962408790988,-0.038467028741225644,0.3433051317681978,0.3713056696669025
IRI_Q7,-0.029455729708310573,-0.15083780756590542,0.2372669527190785,0.21082872756004029,-0.3350640587840239,-0.1945211922783008,0.9999999709126173,-0.14106851031834677,-0.2514153922866525,-0.04692021032381353,-0.15027079927556466,0.46377039940931886,0.06050803826525844,-0.005016229439763958,0.25210397517132604,-0.0073896617176807955,-0.03553224048916543,0.21911706694683528,-0.24253902906762453,-0.24432422029038767,0.18095612132629846,-0.028841004315544885,-0.13642856340668114,0.07008217161118518,-0.10481260379745602,-0.3542450120896409,0.12375898910478793,-0.27936906277022017,-0.34181876372652514,0.13725856358541128,-0.1944043889045898,0.2742859805477418,0.10323798085158715,0.2470991112662491,0.08197819877424581,0.16998773938509362,-0.3076954886705306,-0.007857860595467822,0.3470510563940188,-0.06664982413674005,0.3009050665928533,-0.2375390111667613,-0.0743678596317213,0.12352249577717474,-0.218780161756856,-0.19255800773051424,-0.32134493355263516,-0.06503703862144047,-0.28804250742215165,0.06695968085681096,-0.3167799898680796,-0.37111185619747333,0.06646226200064755,-0.3978849876882844,-0.029496480024421776,-0.184675424652073,0.21857936029823263,0.17611670530870782,-0.16517457731704324,-0.20349056525004233,0.2154409600919932,-0.23602839195954964,0.14678487251000738,0.05154450291715998,0.21739476327571738,-0.2696746990043811,0.011586506847636915,0.3199207721549837,-0.2764898509466894,-0.12155316682046788,-0.1970524049752923,0.26157674053104024,-0.11779378376936628,-0.10675411468892886,0.016614116612925518,-0.21046368956969913,0.35786450203613657,-0.07320670905106055,-0.1798184439037963,-0.1572782345100522,-0.26162585303892794,-0.2350537953411771,-0.21156744533985106,-0.05606024637198574,-0.07881577425492174,-0.19832460261596807,0.36092963100575454,-0.2893301880291393,-0.042661295139608896,-0.2866602041723516,0.04444410443158654,-0.20478828992956064,-0.3008973577723758,-0.27269535369463405,-0.25833996987392743,0.3166672380920982,0.26145370453444544,0.3742298690217253,-0.3136549926678983,-0.24833829067263027,0.4295804590767298,0.3718090509450411,-0.17332154213491682,-0.2380109547767595,0.36512980541277573,0.29721161678218866,0.3831634387527407,0.2906416905705201,-0.31479554786004227,-0.16684449176136007,0.30025907376492195,0.397164763321729,-0.28434511142858476,-0.24361731703732398
IRI_Q8,-0.06865048147972727,-0.03595985590841593,-0.3071205486267726,0.10085764338082195,0.115104957810646,-0.1825559329272558,-0.14109137387667992,0.9999939327511151,0.2593658629590638,-0.0690471639116861,0.3628044026582385,0.04693341548084104,-0.010144687488979315,0.22979637981027295,-0.20626984234679008,0.17194833943830556,-0.1171290618262984,0.015168857057214463,0.09645890817263558,-0.19533595897082565,0.35324387768969984,-0.05474167773904091,0.1150708455053236,-0.3031533510294825,0.05003438713396979,-0.03560554321772747,-0.10488035575546939,0.42117023512005386,-0.019894400804936704,-0.327602605279075,0.010846468170399595,-0.28163182523334324,0.06314449891465508,-0.036141991319216776,-0.18506748008706492,-0.14943508028784225,-0.0012944508313935295,-0.10425875455076228,-0.20599011247290394,-0.07785863275910782,-0.014372563821605178,-0.10449185940709266,-0.13190731681583862,0.11104014218182892,-0.05216241042760631,-0.24154985746065222,-0.00533767032736952,-0.118962173129156,0.08983924423200805,0.035428370773642304,0.20456506390668233,0.1978692906192739,-0.09413106034725713,0.22157309259549673,-0.15577300893268742,0.13987327597462434,-0.1422175514258737,0.2524764659421099,-0.2572786924874396,0.115921638327306,0.02950093337156466,0.04084068573872331,0.015897422955545804,-0.04245547720435092,-0.17761276371443563,-0.05266900533473838,-0.011151233497668021,-0.09080747024192229,0.026831683811005536,0.11238732370536562,0.2647951666670578,-0.14018083925082672,-0.002660490500505708,-0.023462910807615936,-0.07322857490547072,0.09221467407628667,-0.13541053941410866,0.179781497517284,0.07761305378460329,-0.023050167851615566,0.022361524171345203,0.03330388325936706,0.18464245516389277,0.15571433310769156,0.2072866078193421,0.2012033289891693,-0.21314482450182365,0.29214119243187114,0.1546849657086401,0.22026589592002377,0.0910051062372912,-0.12948228748481763,0.0489849752650498,-0.0017345922894098954,0.13520930101977496,-0.024566289863483193,0.13448912848624966,-0.02039535956637037,0.0029725892943468987,0.1287073134888447,-0.2678904697309803,-0.09859530715655065,0.09735277804028461,-0.05812460621352969,0.023789799886953455,-0.08779997170758488,-0.14150254913061439,-0.005975402524892537,0.22373647471105673,0.09473480970794357,0.08863679955089032,-0.20295971649723707,0.1786684339307656,0.12276980759454711
IRI_Q9,0.22299867987103303,0.29361976400865186,-0.0898457056384486,-0.4108926217496582,0.16021397978722776,0.22161312260176513,-0.25763501472211414,0.2646940215315554,0.9995742300847008,0.060048636648900464,0.22226603018825192,-0.2594492269778532,-0.12164024708501343,-0.22200160927501839,-0.014433118403259643,0.14636790628978516,0.0660565392167654,-0.3718343382963418,0.22662942885182716,0.2512784086612679,0.18521268565366342,0.08449071171783407,-0.0863726674708615,-0.0222945497333122,0.0901485868766236,0.14054298652393107,0.18876543976364363,0.25996826211400664,0.3756758444922338,-0.09102745333111845,0.258024394022058,-0.20409787473401123,-0.11403310543343259,0.009513537689636344,0.017353740094113876,-0.46095463594636427,0.35842412311338406,0.08341597231745185,-0.4110319060117453,0.09785807582307168,-0.2558075080561981,0.4441658212393954,0.09822754763159502,0.19079037920317443,0.35327307520463036,0.13356448532709067,0.4637072377642012,0.10261332285625897,0.3197713937553385,-0.007713730379524816,0.39253629466116147,0.45476636037589313,-0.09505768406679621,0.3980946359357465,0.07957295192774055,0.25609816276605535,-0.24833419551240268,0.19275652216667408,0.08728917785515117,0.3741278654589209,-0.002351049143598124,0.4732980818170337,-0.21023101540589945,-0.09139725724042734,-0.362481558695229,0.5343472205848661,0.35000126228167355,0.036349378813492636,0.5048124680208713,0.18708022209328556,0.44489804375166814,-0.32751207722148984,0.36289716578383246,0.31982599128048567,0.145361160906434,0.44552886326823227,-0.3893273524189127,0.4415618228103646,0.5802332298841321,0.3139395192405406,0.5005848709356908,0.4619426228260367,0.5611246430389591,0.4642800455010865,0.48659391144102504,0.2955001421935417,-0.2879316858779073,0.49610479204719715,0.3522378226416487,0.4668175541474534,0.25378179722725713,0.4985317061964841,0.5182734250691519,0.563716514285234,0.5233314282263435,-0.3598950895736101,-0.27685324555021984,-0.3412705903156689,0.4521995094850698,0.5006806840597761,-0.2823552362280333,-0.200506875552441,0.531334019197778,0.47004397225332945,-0.3176468361383981,-0.2535402994929292,-0.3147825217044908,-0.2109062329794773,0.4753118526906168,0.2571584689294969,-0.0335926040288852,-0.2870597589718127,0.513895096532185,0.5380500969670814
IRI_Q10,-0.026142735519451288,0.04020392450842522,-0.06593475504288282,-0.06612906625085828,-0.19383497919723897,0.3978629442636643,-0.046855440050042343,-0.06868023003646326,0.05757157836309103,0.9999999768815374,0.3081374886480782,0.038726743012073475,-0.07257411726425272,-0.04695933215299769,-0.21504481940014497,-0.020267668012271603,0.4286406048776541,0.2160835797519341,-0.1081797864070983,-0.023958711626111587,0.00012558007876471364,0.023339163669058277,0.030839350193306872,0.4690581911744185,0.0357153742487728,-0.1438645818807226,0.12447977108388633,0.05611643121991303,-0.043850973022660916,0.3201648951283229,0.1946448114299833,0.3939811019650523,0.0732174795517879,0.3011664472953809,0.3948827183458954,0.04916871658791006,0.10508932971943222,0.32157177401705833,0.3948726771700458,0.14505931817985607,0.2826354538167194,0.04879494803413868,0.42148308427822045,-0.057146372384546645,0.07985014711509464,0.48481222173402194,-0.007349766665789473,0.40201472315224673,0.09052545131776513,-0.3947804704564777,-0.15694137981161332,-0.08834115719471983,0.4888374113919267,-0.09475628323639859,0.5559240744135142,0.10500111524012284,-0.16366659932573643,-0.21908600583390828,0.49967268581690544,-0.15591731410944265,-0.2601430973104294,0.05566766117630202,0.004170432386226955,-0.24084380298981933,0.011638639667421707,0.15441934375632094,0.2065605429500164,-0.10993891103321846,0.09314155488629207,-0.10178924499841731,0.048431126579722455,-0.01789397359467587,0.06010797026844131,0.005725016013149297,-0.0528713607652356,-0.028689678042201704,-0.20925858371517914,0.06453711906193338,0.11747996819310684,-0.04402072675739124,0.07774503472174947,-0.02474389665504928,0.12549401063822302,0.09742235564887199,0.009551100511846398,-0.08759397800858683,-0.23419541227443869,0.04259302200666727,0.0004238335418332434,-0.14096117876689696,-0.11012996175680434,-0.008842348207163231,0.014951889299855983,-0.02303469624662863,0.11382989855380374,0.10520791615340572,0.10394618884251959,0.06835956117335615,0.07916128354953367,0.13575732633303153,0.0035866311914880752,0.06750668681856148,0.08885253604815724,0.03875804027855209,0.08850048155411594,0.14758353048984493,0.02856059612947033,0.14261752391748336,0.05697988305005325,0.01907580982898882,0.1580321413473735,0.1192794196160255,0.09812858385062699,0.10582728213091913
