scale,subscale_r,subscale_p,subscale_n_pairs,subscale_rmse,subscale_slope,item_r,item_p,item_n_pairs,item_rmse,item_slope
IRI,0.4800594596391903,0.0005545435093733124,48,0.3956802009469066,0.8355087195658694,0.32550639033039525,1.5235479939198406e-60,2408,0.2747254240692718,0.731857222485996
PANAS,0.8523877729485743,8.571958169907997e-09,28,0.4126918247374163,1.7670216069426876,0.7184557240577241,2.1265685110016435e-298,1880,0.32043580518219394,1.7931680082444776
POM,0.8272965200019458,0.00014145593368991121,15,0.7011366083139524,1.9390390490770935,0.7080439714385967,5.609961901861519e-115,749,0.5063539261239965,2.020988176832806
BigFive,0.7850538196971082,1.2988617055098516e-12,55,0.25677415795809205,1.285555006030552,0.635972045640326,5.865358073487912e-119,1040,0.2743633693044956,1.358755785670503
SelfConst,0.7473616448318545,4.882805936614405e-06,28,0.32449041486819774,1.4382276428842475,0.4462147413343938,3.475760926247859e-106,2160,0.2384693605543633,0.9184405394803102
LifeSat,0.7467606646304983,0.0013808216651556085,15,0.7342669850165104,1.9745767665361957,0.6596165895220475,2.374354434162834e-69,545,0.5503352431631371,1.9193314409069957
Lonely,0.9010704642212439,4.554879722300686e-06,15,0.5021324520325435,2.385995432966011,0.7567059594075919,0.0,1880,0.32046062551273713,2.17395869246492
