level,layer,n_constructs,n_pairs,mantel_r,mantel_p,pearson_r,pearson_p,slope,intercept
subscale,16,16,120,0.28953922715943997,0.008099190080991902,0.2895392271594399,0.0013387562321335552,0.22080748703645706,0.04523640577159338
subscale,20,16,120,0.27522989821368204,0.0117988201179882,0.27522989821368204,0.0023468377930267923,0.24438043209753021,0.04885175701971682
subscale,24,16,120,0.28977966524590965,0.009999000099990002,0.2897796652459097,0.001325856480446203,0.3171692403112109,0.043314092223679865
subscale,28,16,120,0.35665251945736376,0.0034996500349965005,0.356652519457364,6.378593639869983e-05,0.38779689933674694,0.043268515466498986
subscale,32,16,120,0.45360395129217235,0.00029997000299970003,0.4536039512921724,1.9618186366668193e-07,0.48152057855258446,0.04441990206153624
subscale,36,16,120,0.4969042159976325,9.999000099990002e-05,0.4969042159976331,7.802269322832978e-09,0.45737811326349576,0.0335230040602066
