target,type,split_half_r,spearman_brown_r,n_samples
IRI_Perspective_taking,subscale,0.0299640018492937,0.0581845641136169,200
IRI_Fantasy,subscale,-0.1101298406720161,0.01,200
IRI_Empathic_concern,subscale,0.3900099396705627,0.5611613988876343,200
IRI_Personal_distress,subscale,-0.1101926416158676,0.01,200
PANAS_Positive_Affect,subscale,0.1119555905461311,0.2013670057058334,200
PANAS_Negative_Affect,subscale,-0.5586795806884766,0.01,200
POM_Peace_of_Mind,subscale,0.1299094259738922,0.2299466282129287,200
BigFive_Extraversion,subscale,0.0505723282694816,0.0962757691740989,200
BigFive_Agreeableness,subscale,0.0474936179816722,0.0906804949045181,200
BigFive_Conscientiousness,subscale,-0.1322078704833984,0.01,200
BigFive_Neuroticism,subscale,0.0087647354230284,0.0173771642148494,200
BigFive_Openness,subscale,-0.0086715966463088,0.01,200
SelfConst_Independent_self,subscale,0.2189691811800003,0.3592694103717804,200
SelfConst_Interdependent_self,subscale,-0.0321056507527828,0.01,200
LifeSat_Life_Satisfaction,subscale,-0.482898861169815,0.01,200
Lonely_Loneliness,subscale,-0.3163866400718689,0.01,200
IRI,scale,-0.3071440458297729,0.01,200
PANAS,scale,0.2038986086845398,0.33873051404953,200
POM,scale,-0.1697222590446472,0.01,200
BigFive,scale,-0.2808986008167267,0.01,200
SelfConst,scale,0.1728593707084655,0.2947657108306885,200
LifeSat,scale,0.436248242855072,0.6074830293655396,200
Lonely,scale,0.2186401486396789,0.3588264584541321,200
