label,IRI_Perspective_taking,IRI_Fantasy,IRI_Empathic_concern,IRI_Personal_distress,PANAS_Positive_Affect,PANAS_Negative_Affect,POM_Peace_of_Mind,BigFive_Extraversion,BigFive_Agreeableness,BigFive_Conscientiousness,BigFive_Neuroticism,BigFive_Openness,SelfConst_Independent_self,SelfConst_Interdependent_self,LifeSat_Life_Satisfaction,Lonely_Loneliness
IRI_Perspective_taking,1.0,0.6809643507003784,0.861524224281311,0.4121361076831817,0.4342071115970611,0.1351009756326675,0.0725583881139755,0.4271138906478882,0.8067755699157715,0.1647932827472686,-0.241261675953865,0.1123637706041336,0.3570661842823028,0.5576374530792236,0.4237298369407654,-0.3344663083553314
IRI_Fantasy,0.6809643507003784,1.0,0.7757663726806641,0.461890161037445,0.3324871957302093,0.2770229876041412,0.0107713537290692,0.3921800255775451,0.687055766582489,0.0713103711605072,-0.1737800240516662,0.0976198017597198,0.2814455330371856,0.336290955543518,0.4297572374343872,-0.2169537544250488
IRI_Empathic_concern,0.861524224281311,0.7757663726806641,1.0,0.4889391362667084,0.3610378801822662,0.2680669128894806,0.0954104959964752,0.4472700357437134,0.8260074257850647,0.1552905887365341,-0.2097743898630142,0.0594000965356826,0.2912427484989166,0.5854138135910034,0.3721989691257477,-0.2961306273937225
IRI_Personal_distress,0.4121361076831817,0.461890161037445,0.4889391362667084,1.0000001192092896,-0.1265496462583542,0.4118078351020813,-0.2023234516382217,0.123645469546318,0.4830265045166015,-0.1416264325380325,0.1123624742031097,-0.0988716706633567,-0.0303371958434581,0.2182909548282623,0.128150537610054,-0.0018687788397073
PANAS_Positive_Affect,0.4342071115970611,0.3324871957302093,0.3610378801822662,-0.1265496462583542,1.0000001192092896,-0.4419226348400116,0.257351815700531,0.5887061953544617,0.3088421523571014,0.3405514061450958,-0.3406063020229339,0.2467750459909439,0.6789981126785278,0.1434884369373321,0.521490216255188,-0.3279251754283905
PANAS_Negative_Affect,0.1351009756326675,0.2770229876041412,0.2680669128894806,0.4118078351020813,-0.4419226348400116,1.0,-0.1072546690702438,-0.1208650022745132,0.193862497806549,-0.3270220160484314,0.2236294597387313,-0.0349909588694572,-0.3153925538063049,0.1160683333873748,-0.1405866593122482,0.1269278526306152
POM_Peace_of_Mind,0.0725583881139755,0.0107713537290692,0.0954104959964752,-0.2023234516382217,0.257351815700531,-0.1072546690702438,1.0000001192092896,0.1134263798594474,-0.0307741407305002,0.3040950000286102,-0.0238958187401294,-0.1125635132193565,0.2259854823350906,0.1731145083904266,0.1493976265192031,-0.0526006929576396
BigFive_Extraversion,0.4271138906478882,0.3921800255775451,0.4472700357437134,0.123645469546318,0.5887061953544617,-0.1208650022745132,0.1134263798594474,1.0000001192092896,0.3472199141979217,0.0555201955139637,-0.2471958398818969,0.1665015220642089,0.4895750284194946,0.2017636895179748,0.4293583333492279,-0.370259553194046
BigFive_Agreeableness,0.8067755699157715,0.687055766582489,0.8260074257850647,0.4830265045166015,0.3088421523571014,0.193862497806549,-0.0307741407305002,0.3472199141979217,1.0,0.1018679216504097,-0.2889363765716553,0.0730029121041297,0.2968195378780365,0.5316777229309082,0.3588770627975464,-0.1554206311702728
BigFive_Conscientiousness,0.1647932827472686,0.0713103711605072,0.1552905887365341,-0.1416264325380325,0.3405514061450958,-0.3270220160484314,0.3040950000286102,0.0555201955139637,0.1018679216504097,1.0000001192092896,-0.0998419597744941,-0.1584690660238266,0.2031716704368591,0.1782137006521225,0.2969571948051452,-0.354032814502716
BigFive_Neuroticism,-0.241261675953865,-0.1737800240516662,-0.2097743898630142,0.1123624742031097,-0.3406063020229339,0.2236294597387313,-0.0238958187401294,-0.2471958398818969,-0.2889363765716553,-0.0998419597744941,1.0,-0.1147818714380264,-0.3690914511680603,-0.0277378521859645,-0.0960040017962455,0.0247555468231439
BigFive_Openness,0.1123637706041336,0.0976198017597198,0.0594000965356826,-0.0988716706633567,0.2467750459909439,-0.0349909588694572,-0.1125635132193565,0.1665015220642089,0.0730029121041297,-0.1584690660238266,-0.1147818714380264,1.0,0.2594625055789947,-0.1799147576093673,-0.0237696748226881,-0.0048941448330879
SelfConst_Independent_self,0.3570661842823028,0.2814455330371856,0.2912427484989166,-0.0303371958434581,0.6789981126785278,-0.3153925538063049,0.2259854823350906,0.4895750284194946,0.2968195378780365,0.2031716704368591,-0.3690914511680603,0.2594625055789947,1.0,-0.0598813071846962,0.3277977705001831,-0.0943641141057014
SelfConst_Interdependent_self,0.5576374530792236,0.336290955543518,0.5854138135910034,0.2182909548282623,0.1434884369373321,0.1160683333873748,0.1731145083904266,0.2017636895179748,0.5316777229309082,0.1782137006521225,-0.0277378521859645,-0.1799147576093673,-0.0598813071846962,1.0,0.1605427861213684,-0.1645476073026657
LifeSat_Life_Satisfaction,0.4237298369407654,0.4297572374343872,0.3721989691257477,0.128150537610054,0.521490216255188,-0.1405866593122482,0.1493976265192031,0.4293583333492279,0.3588770627975464,0.2969571948051452,-0.0960040017962455,-0.0237696748226881,0.3277977705001831,0.1605427861213684,1.0000001192092896,-0.5279850959777832
Lonely_Loneliness,-0.3344663083553314,-0.2169537544250488,-0.2961306273937225,-0.0018687788397073,-0.3279251754283905,0.1269278526306152,-0.0526006929576396,-0.370259553194046,-0.1554206311702728,-0.354032814502716,0.0247555468231439,-0.0048941448330879,-0.0943641141057014,-0.1645476073026657,-0.5279850959777832,1.0000001192092896
