label,IRI_Perspective_taking,IRI_Fantasy,IRI_Empathic_concern,IRI_Personal_distress,PANAS_Positive_Affect,PANAS_Negative_Affect,POM_Peace_of_Mind,BigFive_Extraversion,BigFive_Agreeableness,BigFive_Conscientiousness,BigFive_Neuroticism,BigFive_Openness,SelfConst_Independent_self,SelfConst_Interdependent_self,LifeSat_Life_Satisfaction,Lonely_Loneliness
IRI_Perspective_taking,0.9925876967446804,0.2418250633439281,0.3865434807924399,0.074048761251331,0.4793836665728858,-0.046349384566123,0.3582136030320201,0.1922942392028005,0.3733546257806636,0.298646641488566,0.0010805562473281,0.3257617528251215,0.2204528567246846,0.2977368337076524,0.2118696837834369,-0.4411379802460823
IRI_Fantasy,0.2448987146376217,0.999916392425925,0.3884561758463016,0.3308957665144542,0.4980269658069918,0.2906035467037632,0.3451525051652376,0.2278443246096537,0.3359460738702342,0.3110875672155115,0.2211437551046357,0.4796690554380974,0.5226929813320791,0.4904479556145752,0.4509372925918674,-0.2609136196746535
IRI_Empathic_concern,0.3930177387421071,0.372695940722009,0.9964784548079378,0.378262330556589,0.5972601431021067,0.3148483816328946,0.6452284612815877,0.4059855241247589,0.6897890978237028,0.4380031451775914,0.0298179696625073,0.4695012479788277,0.5567302801478223,0.6476413306400076,0.542752187548464,-0.4539863431206902
IRI_Personal_distress,0.074645213438102,0.3310706468850765,0.3829709919524244,1.0,0.2661287827689966,0.7085198745902013,0.0741471109978314,0.2216004124991847,0.2424036915563226,0.1501083016608284,0.5611874203500467,0.3302736966248899,0.3986146065714835,0.3966792674446565,0.3744669550528942,-0.1244186474791591
PANAS_Positive_Affect,0.6653477229845977,0.78175756714899,0.7802836918997063,-0.3698966185546865,1.0,-0.1117538634344218,0.580465435663323,0.7956851493959441,0.2871504774194398,0.6061082999350953,-0.3340787692514137,0.6550794558742083,0.8807056473685598,0.8128770727686517,0.8012426277628655,-0.5531909191811697
PANAS_Negative_Affect,-0.2806699310407039,0.1000386476634662,-0.2312138077786682,0.8199605538955232,-0.1155486587886431,0.9987928673084684,-0.7481915358481048,-0.3403900284331817,-0.4818070716276513,-0.4215340881959222,0.8189954742574356,-0.1765034052367882,-0.1764014991582169,-0.313633437647287,-0.4826293063284991,0.6914026584445622
POM_Peace_of_Mind,0.6640396619524808,0.7783005262856988,0.8386704433349894,-0.8378308503008915,0.8119793369551191,-0.6220200466466959,0.9999022563749218,0.4222858285555854,0.7173013125627472,0.3859488506353196,-0.9063716918983512,0.4895760113975858,0.8677660176055236,0.7296628080404155,0.9032475828324856,-0.7850578926724898
BigFive_Extraversion,0.1906114606394164,0.258222295934854,0.206723958547342,-0.1302178465090073,0.6207329073864469,-0.1148803563961101,-0.0237435948749154,0.9943372311326384,-0.1065939757074611,-0.0628584562037273,0.0154924686409364,0.3740288876851926,0.7007799879565916,0.2684330868905681,0.4219715588152049,-0.3287053501197104
BigFive_Agreeableness,0.5631178758458482,0.4726481295464099,0.6152736890732715,-0.0564714045722724,0.1224352689759089,-0.1180418950443666,0.2514170961303099,-0.0852158567569114,0.9928115836579224,0.0057614407293469,-0.1600607134460654,-0.0460326662733118,0.0426263276532829,0.4818848279632497,0.285748946261582,-0.2531066177523482
BigFive_Conscientiousness,0.0885597451000819,-0.0404634047859875,-0.0457027877015853,-0.3044676947104726,0.2197359046669952,-0.3365044762858108,0.4208990754979391,-0.058852106429305,-0.0007187321903867,0.997633276483882,-0.2585373593696835,0.0546263542895829,0.2028586114957569,0.200563151780398,0.3222844773377942,-0.5760343071543133
BigFive_Neuroticism,-0.1003273430342985,-0.1482306124740477,-0.0229954243394412,0.700291688573349,-0.2419228112102673,0.5889537538006231,-0.8922156057827615,0.0024134708106938,-0.1636639264648355,-0.2534423338501713,0.999706179464245,-0.0445387805619516,-0.2408335918969419,-0.2492993797135124,-0.4712914811145864,0.4198548423140999
BigFive_Openness,0.1140609557031035,0.226395598347062,0.1158521181738513,-0.1395955870669646,0.4623640988702472,-0.2182478935643338,0.0076460980150383,0.3780428449463631,-0.0565503356671426,0.0598467719848425,-0.0435472981615891,1.0,0.4691129960996186,0.100938617439743,0.2424618024228788,-0.2573846914785015
SelfConst_Independent_self,0.1656173226072229,0.3073998664997424,0.1627704331381136,-0.048181417934815,0.6490447827632011,0.005524366375795,0.3861615425952834,0.5435062471190042,-0.0875201830561661,0.3786713146688851,-0.1688314235168081,0.5660650536685861,0.9956944644290512,-0.0484619763825589,0.4651489296138117,-0.2034569341603228
SelfConst_Interdependent_self,0.5960241699800777,0.3330201694426365,0.5290221180215668,0.6573657383442536,0.3017329242130379,0.404612886717354,0.0803028606051135,0.0399101395311392,0.5823573538886364,0.2281368362469655,0.1629942818206902,-0.0132866362100008,-0.0316215381096188,0.9998854815750028,0.414921711942105,0.0188361512824922
LifeSat_Life_Satisfaction,0.8686707043817554,0.9050454116294716,0.8734919633240026,-0.3816611259504593,0.9194945691922428,0.5003170318329337,0.9436265648394482,0.85023273045354,0.2847729544111721,0.5491381319673517,-0.2199883922626759,0.5706219483373232,0.907125642097734,0.913960948518411,1.0,-0.65705343832383
Lonely_Loneliness,-0.6377578035493059,-0.288601415239615,-0.4779374045166232,0.7824049343980405,-0.7375691243845273,0.6533201164208099,-0.7856042386668496,-0.6821472487257798,-0.5173398023785418,-0.3868670079689855,0.7499667001161383,-0.5885433998232112,-0.7356412973845862,-0.6837155936662027,-0.8650370401812543,0.9990296621490028
