alpha,slope,mantel_r
0.01,0.9833602220521438,0.8762861977279185
0.1,1.3137755982778705,0.8755052490192634
1.0,1.6176087938523407,0.8556272750748691
10.0,1.7849918419898045,0.8070868338976974
100.0,1.812735541968534,0.7732602935901117
1000.0,1.228729455211389,0.6815518389086138
10000.0,0.44113462025590083,0.22506695903450094
