real_slope,real_mantel_r,shuffled_mean,shuffled_std,shuffled_slopes
1.6974304611328457,0.8266095756499973,0.2535011276222973,0.019875136786498018,"[np.float64(0.2588790953762958), np.float64(0.2861402687623625), np.float64(0.2605375697340538), np.float64(0.24326019031812346), np.float64(0.23730909075216283), np.float64(0.23929554640387296), np.float64(0.25794160535571053), np.float64(0.2572825918757229), np.float64(0.279769022770508), np.float64(0.21459629487416054)]"
