items_per_subscale,alpha_target,seed,recovered_slope,recovered_mantel_r,recovered_pearson,recovered_slope_vs_human,recovered_mantel_r_vs_human,n_pairs
7,0.85,2,1.1764999826288915,0.9983645326674336,0.9983645326674336,1.2163967220800178,0.9858351480130941,120
7,0.85,3,1.1628026011491717,0.9983322954860112,0.9983322954860112,1.1864489440911674,0.9807052907929424,120
7,0.85,4,1.1741673014009715,0.9982736413586374,0.9982736413586374,1.1741896278836892,0.9699175932533277,120
7,0.85,5,1.1768446400168104,0.9990681530238225,0.9990681530238225,1.2178415606279385,0.9854012289401574,120
7,0.85,6,1.1605300171559654,0.9986635642092468,0.9986635642092468,1.1901558168427375,0.982768898363063,120
7,0.85,7,1.1716474867004467,0.9987666209634131,0.9987666209634131,1.260995663196581,0.9813889454241165,120
7,0.85,8,1.183137950391911,0.9983555856892377,0.9983555856892377,1.2231885462363692,0.9811561284806188,120
7,0.85,9,1.1575790674214608,0.9987837754105348,0.9987837754105348,1.0955308354028062,0.9769534864344809,120
7,0.85,10,1.1685213191295685,0.9990594637466826,0.9990594637466826,1.3059436102028101,0.9719231035394793,120
7,0.85,11,1.1660521325547168,0.999122128018984,0.999122128018984,1.1644696677081154,0.9682322154487922,120
7,0.85,12,1.1709989618982968,0.9989114304771821,0.9989114304771821,1.0945626003108753,0.9715543907911939,120
7,0.85,13,1.165361616590103,0.9987521802061797,0.9987521802061797,1.1717978597414658,0.9781855266960896,120
7,0.85,14,1.1690702115794482,0.9984063543445009,0.9984063543445009,1.1108086070202616,0.972601983517964,120
7,0.85,15,1.1812977024396434,0.9982653527265373,0.9982653527265373,1.2259813592231295,0.9732710041734945,120
7,0.85,16,1.1725958364037075,0.9986853915793349,0.9986853915793349,1.1973290325633539,0.9853500536162517,120
7,0.85,17,1.1756361252823402,0.9982747519921493,0.9982747519921493,1.1874487129085756,0.9769281900151805,120
7,0.85,18,1.1736336111779033,0.9984103905653156,0.9984103905653156,1.068596149091039,0.9684960401947295,120
7,0.85,19,1.1850667970479434,0.9986258310764224,0.9986258310764224,1.173786308846436,0.9769948998157841,120
