scale,subscale_r,subscale_p,subscale_n_pairs,subscale_rmse,subscale_slope,item_r,item_p,item_n_pairs,item_rmse,item_slope
IRI,0.4433608317163086,0.0015990020287905543,48,0.3551624179034566,0.6994894995191279,0.2701480313797895,1.533200759827352e-41,2408,0.2434376186020389,0.5187941334576912
PANAS,0.8160632606286948,1.2035552434441227e-07,28,0.39925099982729323,1.611135868175674,0.6807455252574576,3.6539537731402715e-256,1880,0.27630831585957843,1.477774669975309
POM,0.8315969907469447,0.0001213975904175257,15,0.6004574132881106,1.7731935897074962,0.6949886266990668,4.058563540147748e-109,749,0.3965627593060603,1.590122245011552
BigFive,0.7485488379868894,5.0178657063154485e-11,55,0.24026846077426542,1.1057573191022174,0.5714952483798466,3.2161043127355204e-91,1040,0.24790664017610045,1.060552183159792
SelfConst,0.7714729652093004,1.5398594612026351e-06,28,0.2626714572358656,1.331654168907791,0.31905605153224637,2.6329990534332104e-52,2160,0.23617593622266686,0.6192957513634867
LifeSat,0.659879300751978,0.0074315689964886515,15,0.6427491772363186,1.039744590526056,0.5894044994598273,2.7513373647050197e-52,545,0.5107044739771369,1.1027205470013748
Lonely,0.835214131199215,0.00010639541736147883,15,0.4390724980355709,1.9891519047491102,0.6491827605115897,1.9894434152468934e-225,1880,0.23898333197537042,1.3748748939353028
