label,IRI,PANAS,POM,BigFive,SelfConst,LifeSat,Lonely
IRI,0.2925989091975229,0.1944411615579881,0.285947962284161,0.1544152389438509,0.3654929013024253,0.1287836969260407,-0.302347060175975
PANAS,0.1491622708868145,0.4574473246349494,0.080843597221438,0.242532013266265,0.1002602232287645,0.1232769887122583,-0.0241859273380847
POM,0.3064105403708314,0.1290425618508109,0.9936497465730774,-0.123114740574126,0.2183586673066803,0.4550956559762269,-0.4522860859217333
BigFive,-0.0081740494723998,-0.0806415972174927,-0.0617828745095914,0.1594355381448872,-0.1321933071397102,-0.0080715071717537,-0.0011060911028235
SelfConst,0.1290881973175383,0.2337515498631036,0.2447813449616841,0.1868186281711654,0.5091880284763493,0.4343230916362287,-0.1112472035396678
LifeSat,0.3412301596656188,0.8055940085639958,0.7184294100465232,0.3725911858166585,0.4692806388662277,0.9642208766291548,-0.3700681440151806
Lonely,-0.0880147713507631,0.154737055076443,-0.7447793885108016,-0.1911433865724565,-0.0781203583598501,-0.6177292495250248,0.887306034368662
